Counting Date	Counter	Species	Plot	Plant ID	Collection Date	Weight (g)	Seed Count	Glume Count	Seed estimate	Notes
6/20/16	SH	EG	95	X906	12-May-16	0.47	175	NA	175	
6/20/16	VP	EG	117	X1018	13-May-16	0.69	181	NA	181	
6/21/16	SH	EG	99	X929	12-May-16	0.30	113	NA	113	
6/21/16	DM	EG	97	X915	12-May-16	0.21	89	NA	89	
6/21/16	SH	EG	98	X925	12-May-16	0.04	7	NA	7	
6/21/16	SH	EG	117	X1018	13-May-16	0.66	181	NA	181	
6/21/16	SH	EG	96	X911	12-May-16	0.11	36	NA	36	
6/21/16	SH	EG	50	X1120	12-May-16	0.04	20	NA	20	
6/21/16	SH	EG	56	X1006	13-May-16	1.04	336	NA	336	
6/21/16	VP	EG	229	X1759	24-May-16	0.29	103	NA	103	
6/21/16	VR	EG	239	X1865	24-May-16	0.07	33	NA	33	
6/21/16	EL	EG	170	X1407	19-May-16	0.48	213	NA	213	
6/21/16	SK	EG	219	X1752	24-May-16	0.32	62	NA	62	
6/21/16	SH	EG	107	X979	12-May-16	0.47	124	NA	124	
6/21/16	JEF	EG	171	X1468	20-May-16	0.21	99	NA	99	
6/21/16	VR	EG	172	X1462	20-May-16	0.01	7	NA	7	
6/21/16	JZ	EG	91	X884	12-May-16	0.68	411	NA	411	
6/21/16	VR	EG	90	X881	12-May-16	0.07	18	NA	18	
6/21/16	SH	EG	108	X1103	12-May-16	0.22	74	NA	74	
6/21/16	SK	EG	226	X1794	24-May-16	0.52	220	NA	220	
6/21/16	VR	EG	69	X656	17-May-16	0.54	242	NA	242	
6/21/16	SH	EG	109	X1105	12-May-16	1.84	728	NA	728	
6/21/16	VP	EG	58	X1212	18-May-16	0.20	135	NA	135	
6/21/16	EL	EG	186	X1593	20-May-16	0.03	10	NA	10	
6/21/16	SK	EG	27	X1834	24-May-16	0.12	65	NA	65	
6/21/16	EL	EG	184	X1578	20-May-16	0.81	315	NA	315	
6/21/16	SK	EG	136	X1196	18-May-16	0.03	26	NA	26	
6/21/16	JEF	EG	185	X1585	20-May-16	0.52	304	NA	304	
6/21/16	SK	EG	223	NA	24-May-16	0.19	73	NA	73	
6/21/16	EL	EG	195	X1650	20-May-16	0.22	98	NA	98	
6/21/16	VR	EG	47	X1819	24-May-16	0.60	57	NA	57	
6/21/16	SK	EG	24	X1872	24-May-16	0.23	64	NA	64	
6/21/16	EL	EG	238	X160	24-May-16	1.16	374	NA	374	
6/21/16	VP	EG	143	X1247	19-May-16	0.20	122	NA	122	
6/21/16	VR	EG	37	X818	17-May-16	0.01	18	NA	18	
6/21/16	DM	EG	194	X1645	20-May-16	0.38	153	NA	153	
6/21/16	SK	EG	215	X1740	24-May-16	0.11	58	NA	58	
6/21/16	VR	EG	216	X1746	24-May-16	0.20	81	NA	81	
6/21/16	SK	EG	227	X1797	24-May-16	0.69	243	NA	243	
6/21/16	JZ	EG	63	X621	17-May-16	0.41	215	NA	215	
6/21/16	SH	EG	65	X632	17-May-16	0.78	259	NA	259	
6/21/16	VR	EG	28	X1845	24-May-16	0.61	213	NA	213	
6/21/16	EL	EG	214	X1734	24-May-16	0.11	89	NA	89	
6/21/16	SK	EG	9L	X568	13-May-16	0.06	40	NA	40	
6/21/16	SH	EG	228	X1801	24-May-16	0.65	170	NA	170	
6/21/16	SCD	EG	159	X1338	19-May-16	1.71	833	NA	833	
6/21/16	SK	EG	60	X1695	23-May-16	0.15	49	NA	49	
6/21/16	VP	EG	38	X1168	18-May-16	1.56	1144	NA	1144	
6/21/16	SK	EG	49	X812	13-May-16	0.26	123	NA	123	
6/21/16	EL	EG	212	X1727	23-May-16	0.64	246	NA	246	
6/21/16	SH	EG	14	X1496	20-May-16	0.50	138	NA	138	
6/21/16	DM	EG	81	X732	17-May-16	0.44	164	NA	164	
6/21/16	JZ	EG	46	X1699	23-May-16	0.42	202	NA	202	
6/21/16	SK	EG	12	X1489	20-May-16	0.97	390	NA	390	
6/21/16	EL	EG	84	X005	17-May-16	1.05	405	NA	405	
6/21/16	SH	EG	213	X1732	24-May-16	0.36	139	NA	139	
6/22/16	SK	EG	238	NA	NA	0.27	27	NA	27	
6/22/16	DM	EG	175	X1448	20-May-16	0.27	160	NA	160	
6/22/16	JZ	EG	181	X1516	20-May-16	1.27	196	NA	196	
6/22/16	VR	EG	173	X1455	20-May-16	0.43	271	NA	271	
6/22/16	EL	EG	177	X1436	20-May-16	1.00	297	NA	297	
6/22/16	SK	EG	176	X1446	20-May-16	0.66	200	NA	200	
6/22/16	EL	EG	21	X1525	20-May-16	1.13	468	NA	468	
6/23/16	EL	EG	26	X1867	24-May-16	0.08	38	NA	38	
6/20/16	VP	EG 	111	X1096	13-May-16	0.10	15	NA	15	
6/14/16	VR	EG SEED	131	X1143	18-May-16	0.03	26	NA	26	
6/14/16	EL	EG SEED	132	X1138	18-May-16	0.03	7	NA	7	
6/14/16	EL	EG SEED	163	X1401	19-May-16	0.01	5	NA	5	
6/14/16	SCD	EG SEED	174	X1422	19-May-16	0.06	33	NA	33	
6/14/16	VR	EG SEED	130	X1156	18-May-16	0.09	41	NA	41	
6/14/16	SK	EG SEED	66	X637	17-May-16	0.01	2	NA	2	
6/14/16	SK	EG SEED	141	X1229	19-May-16	0.02	12	NA	12	
6/20/16	JH	EG SEED	31	X954	12-May-16	0.02	12	NA	12	
6/20/16	SCD	EG SEED	19	X1554	20-May-16	0.06	32	NA	32	
6/20/16	VP	EG SEED	199	X1638	20-May-16	0.03	12	NA	12	
6/21/16	VR	EG SEED	219	X1754	24-May-16	0.00	3	NA	3	
6/21/16	SK	EG SEED	236	X1811	24-May-16	0.22	20	NA	20	
6/21/16	JEF	EG SEED	175	X1449	20-May-16	0.08	48	NA	48	
6/21/16	SK	EG SEED	234	X1803	24-May-16	0.08	15	NA	15	
6/21/16	SK	EG SEED	228	X1802	NA	0.02	18	NA	18	
6/21/16	SK	EG SEED	217	X1748	24-May-16	0.06	43	NA	43	
6/21/16	SK	EG SEED	24	X1873	24-May-16	0.02	10	NA	10	
6/23/16	JZ	EG SEED	27	X1838	24-May-16	0.04	22	NA	22	
6/30/16	VP	SP	150	X1264	19-May-16	0.13	NA	13	13	
6/30/16	VR	SP	5	X542	9-May-16	1.04	NA	129	129	
6/30/16	VP	SP	16	X1537	20-May-16	0.26	NA	52	52	
6/30/16	DM	SP	33	X185	5-May-16	0.06	NA	121	121	
6/30/16	JH	SP	152	X079	19-May-16	0.37	NA	31	31	
6/30/16	VP	SP	16	X1537	20-May-16	0.27	NA	53	53	
6/30/16	VP	SP	202	X1692	20-May-16	0.78	NA	253	253	
6/30/16	JZ	SP	127	X1083	18-May-16	0.32	NA	143	143	
6/30/16	JH	SP	134	X1184	18-May-16	0.15	NA	12	12	
6/30/16	JZ	SP	130	X1151	18-May-16	1.26	NA	321	321	
6/30/16	JH	SP	221	X1778	24-May-16	1.93	NA	551	551	
6/30/16	VR	SP	15	X1505	20-May-16	0.51	NA	240	240	
6/30/16	VP	SP	43	X678	9-May-16	0.54	NA	58	58	
6/30/16	DM	SP	204	X1660	23-May-16	0.67	NA	141	141	
6/30/16	JZ	SP	11	X585	9-May-16	1.69	NA	156	156	
6/30/16	VP	SP	10	X578	9-May-16	1.66	NA	358	358	
6/30/16	JZ	SP	8	X563	9-May-16	0.83	NA	112	112	
6/30/16	JZ	SP	38	X359	18-May-16	0.42	NA	44	44	
6/30/16	EL	SP	54	X689	9-May-16	1.70	NA	184	184	
6/30/16	DM	SP	38	X359	5-May-16	1.18	NA	125	125	
6/30/16	VP	SP	44	X681	9-May-16	0.08	NA	16	16	
6/30/16	JZ	SP	45	X684	9-May-16	0.24	NA	21	21	
6/30/16	VR	SP	63	X633	9-May-16	1.25	NA	363	363	
6/30/16	JZ	SP	64	X626	9-May-16	1.04	NA	26	26	
6/30/16	VP	SP	187	X1600	20-May-16	1.32	NA	368	368	
6/30/16	EL	SP	34	X163	5-May-16	3.03	NA	451	451	
6/30/16	JZ	SP	41	X363	5-May-16	0.77	NA	69	69	
6/30/16	JZ	SP	2	X525	9-May-16	0.95	NA	131	131	
6/30/16	DM	SP	1	X520	9-May-16	1.24	NA	246	246	
6/30/16	VP	SP	50	X679	9-May-16	0.30	NA	24	24	
6/30/16	VR	SP	37	X599	5-May-16	0.16	NA	18	18	
6/30/16	JZ	SP	35	X173	5-May-16	7.83	NA	777	777	
6/30/16	VR	SP	70	X662	11-May-16	0.89	NA	129	129	
6/30/16	JH	SP	3	X533	9-May-16	0.63	NA	135	135	
6/30/16	VP	SP	42	X602	5-May-16	1.70	NA	164	164	
6/30/16	VR	SP	205	X1672	23-May-16	0.09	NA	29	29	
6/30/16	VR	SP	198	X1666	23-May-16	0.38	NA	142	142	
6/30/16	EL	SP	36	X167	5-May-16	1.15	NA	156	156	
6/30/16	DM	SP	203	X1667	23-May-16	0.51	NA	257	257	
6/30/16	VP	SP	32	X1682	5-May-16	0.05	NA	3	3	
6/30/16	VP	SP	4	X535	9-May-16	0.20	NA	40	40	
7/1/16	VP	SP	18	X1549	20-May-16	0.16	NA	57	57	
7/1/16	VP	SP	63	X622	9-May-16	2.50	NA	215	215	
7/1/16	VP	SP	164	X1418	19-May-16	0.12	NA	47	47	
7/1/16	VP	SP	234	X1804	24-May-16	0.38	NA	123	123	
7/1/16	VP	SP	157	X1357	19-May-16	0.43	NA	161	161	
7/1/16	VP	SP	55	X593	9-May-16	1.36	NA	163	163	
7/1/16	DM	SP	83	X794	NA	0.21	NA	27	27	
7/1/16	DM	SP	103	X841	11-May-16	0.98	NA	241	241	
7/1/16	DM	SP	81	X731	11-May-16	0.80	NA	127	127	
7/1/16	DM	SP	84	X800	11-May-16	0.74	NA	76	76	
7/5/16	VP	SP	225	X1791	24-May-16	0.32	NA	144	144	
7/5/16	VP	SP	125	X1043	13-May-16	0.25	NA	23	23	
7/5/16	VP	SP	96	X836	11-May-16	1.61	NA	297	297	
7/5/16	SK	SP	225	X1791	24-May-16	0.30	NA	155	155	
7/5/16	EL	SP	53	X687	24-May-16	0.07	NA	24	24	
7/5/16	JZ	SP	74	X785	NA	3.29	NA	454	454	
7/5/16	EL	SP	47	X688	24-May-16	0.25	NA	46	46	
7/5/16	EL	SP	70	X662	17-May-16	0.09	NA	10	10	
7/5/16	SK	SP	373	X599	9-May-16	0.34	NA	74	74	
7/5/16	EL	SP	36	X165	24-May-16	0.03	NA	2	2	
7/5/16	EL	SP	35	X173	5-May-16	6.68	NA	784	784	
7/5/16	VP	SP	182	X1511	20-May-16	0.29	NA	95	95	
7/5/16	JZ	SP	111	X845	11-May-16	0.24	NA	50	50	
7/5/16	SK	SP	62	X618	9-May-16	4.39	NA	712	712	
7/5/16	JZ	SP	143	X1604	20-May-16	0.02	NA	9	9	
7/5/16	GD	SP	49	X677	9-May-16	2.20	NA	380	380	
7/5/16	JZ	SP	233	X1833	24-May-16	0.37	NA	48	48	
7/5/16	VP	SP	68	X651	11-May-16	1.44	NA	191	191	
7/5/16	JZ	SP	85	X806	NA	0.15	NA	11	11	
7/5/16	JZ	SP	119	X1029	13-May-16	1.65	NA	272	272	
7/5/16	VP	SP	107	X843	11-May-16	2.00	NA	492	492	
7/5/16	JZ	SP	113	X874	11-May-16	1.32	NA	126	126	
7/5/16	JZ	SP	98	X837	11-May-16	0.26	NA	57	57	
7/5/16	JZ	SP	112	X846	11-May-16	0.42	NA	58	58	
7/5/16	JZ	SP	106	X871	11-May-16	1.08	NA	193	193	
7/5/16	VP	SP	71	X671	NA	0.50	NA	92	92	
7/5/16	JZ	SP	90	X833	NA	0.23	NA	39	39	
7/5/16	SK	SP	39	X600	5-May-16	2.47	NA	290	290	
7/5/16	VP	SP	194	X1646	20-May-16	0.35	NA	96	96	
7/5/16	JZ	SP	89	X832	11-May-16	0.34	NA	87	87	
7/5/16	VP	SP	192	X1598	20-May-16	0.40	NA	31	31	
7/5/16	VP	SP	224	X1787	24-May-16	0.70	NA	272	272	
7/5/16	JZ	SP	195	X1651	20-May-16	0.80	NA	33	33	
7/5/16	SK	SP	74	X785	17-May-16	0.36	NA	31	31	
7/5/16	JZ	SP	212	X1728	23-May-16	1.09	NA	390	390	
7/5/16	SK	SP	180	X1478	20-May-16	0.13	NA	21	21	
7/5/16	VP	SP	109	X844	11-May-16	1.66	NA	276	276	
7/5/16	GD	SP	35	X173	5-May-16	5.93	NA	41	41	
7/5/16	SK	SP	30	X1858	24-May-16	<.01	NA	11	11	
7/5/16	SK	SP	237	X1834	24-May-16	0.03	NA	15	15	
7/5/16	JZ	SP	73	X780	19-May-16	1.04	NA	342	342	
7/5/16	VP	SP	229	X1763	9-May-16	0.10	NA	43	43	
7/5/16	JZ	SP	215	X1739	11-May-16	0.12	NA	0	0	
7/5/16	VP	SP	160	X348	9-May-16	0.38	NA	147	147	
7/5/16	EL	SP	240	X589	9-May-16	1.33	NA	282	282	
7/5/16	VP	SP	4L	X535	13-May-16	0.01	NA	122	122	
7/5/16	DM	SP	226	X1796	24-May-16	0.68	NA	174	174	
7/5/16	SH	SP	191	X1633	20-May-16	1.19	NA	43	43	
7/5/16	JZ	SP	88	X831	11-May-16	0.09	NA	38	38	
7/5/16	VP	SP	6	X547	9-May-16	4.00	NA	803	803	
7/5/16	SK	SP	75	X693	11-May-16	3.15	NA	577	577	
7/5/16	JZ	SP	40	X601	5-May-16	2.39	NA	233	233	
7/5/16	SH	SP	161	X1352	19-May-16	0.87	NA	33	33	
7/5/16	SH	SP	57	X646	9-May-16	1.95	NA	113	113	
7/5/16	EL	SP	228	X1800	24-May-16	0.36	NA	92	92	
7/5/16	DM	SP	110	X873	11-May-16	0.56	NA	154	154	
7/5/16	JZ	SP	92	X867	NA	1.48	NA	139	139	
7/5/16	EL	SP	199	X1643	20-May-16	1.17	NA	314	314	
7/5/16	SH	SP	66	X642	9-May-16	4.45	NA	316	316	
7/5/16	JZ	SP	209	X1708	23-May-16	0.13	NA	68	68	
7/5/16	JZ	SP	99	X838	11-May-16	0.89	NA	68	68	
7/5/16	GD	SP	87	X830	11-May-16	2.99	NA	627	627	
7/5/16	DM	SP	172	X1434	20-May-16	0.22	NA	36	36	
7/5/16	JZ	SP	78	X714	11-May-16	2.80	NA	686	686	
7/5/16	EL	SP	21	X1508	20-May-16	0.11	NA	44	44	
7/5/16	SK	SP	76	X696	NA	1.15	NA	209	209	
7/5/16	DM	SP	102	X840	11-May-16	0.79	NA	234	234	
7/5/16	VP	SP	211	X1716	23-May-16	0.83	NA	365	365	
7/5/16	EL	SP	50	X679	12-May-16	0.09	NA	11	11	
7/5/16	JZ	SP	31	X060	5-May-16	0.76	NA	61	61	
7/5/16	EL	SP	186	X1583	2-May-00	0.60	NA	81	81	
7/5/16	SK	SP	95	X868	NA	1.45	NA	125	125	
7/5/16	EL	SP	181	X1512	20-May-16	0.41	NA	73	73	
7/5/16	DM	SP	210	X1711	23-May-16	0.73	NA	259	259	
7/5/16	EL	SP	40	X601	23-May-16	0.14	NA	71	71	
7/5/16	JZ	SP	34	X163	5-May-16	3.04	NA	220	220	
7/5/16	VO	SP	77	X708	11-May-16	1.24	NA	147	147	
7/5/16	EL	SP	120	X1036	13-May-16	1.34	NA	276	276	
7/5/16	SK	SP	97	X869	NA	1.25	NA	285	285	
7/5/16	JZ	SP	82	X1387	11-May-16	1.79	NA	205	205	
7/5/16	GD	SP	9	X569	9-May-16	1.74	NA	315	315	
7/5/16	JZ	SP	104	X842	11-May-16	4.50	NA	658	658	
7/6/16	JZ	SP	239	X1864	24-May-16	4.04	NA	1059	1059	
7/6/16	VP	SP	23	X1832	24-May-16	4.05	NA	1069	1069	
7/6/16	GD	SP	238	X1824	24-May-16	1.55	NA	557	557	
7/6/16	JZ	SP	214	X1735	24-May-16	0.51	NA	141	141	
7/6/16	JZ	SP	222	X1783	24-May-16	2.30	NA	793	793	
7/6/16	EL	SP	29	X1849	24-May-16	3.45	NA	694	694	
7/6/16	EL	SP	196	X1657	20-May-16	0.82	NA	287	287	
7/6/16	HZ	SP	185	X1590	24-May-16	3.09	NA	585	585	
7/6/16	GD	SP	27	X1842	24-May-16	1.58	NA	598	598	
7/7/16	VP	SP	129	X1091	20-May-16	0.38	NA	109	109	
7/7/16	SK	SP	22	X1520	20-May-16	1.00	NA	339	339	
7/7/16	EL	SP	23	X1842	24-May-16	3.63	NA	1115	1115	
7/7/16	JZ	SP	170	X1410	18-May-16	0.60	NA	181	181	
7/7/16	GD	SP	179	X1470	20-May-16	1.20	NA	221	221	
7/7/16	JZ	SP	176	X1440	24-May-16	1.30	NA	487	487	
7/7/16	VP	SP	177	X1435	19-May-16	0.98	NA	238	238	
7/7/16	EL	SP	171	X1465	20-May-16	1.27	NA	326	326	
7/7/16	JZ	SP	59	X600	20-May-16	1.67	NA	47	47	
7/7/16	EL	SP	20	X1563	20-May-16	2.72	NA	723	723	
7/7/16	VP	SP	213	X1721	20-May-16	0.90	NA	375	375	
7/7/16	JZ	SP	232	X1773	18-May-16	0.91	NA	299	299	
7/7/16	VR	SP	56	X680	20-May-16	17.55	NA	1279	1279	
7/7/16	GD	SP	163	X1405	24-May-16	1.07	NA	294	294	
7/7/16	VP	SP	34	X163	24-May-16	0.39	NA	140	140	
7/7/16	GD	SP	197	X1658	20-May-16	0.81	NA	333	333	
7/7/16	GD	SP	136	X1194	18-May-16	0.57	NA	400	400	
7/7/16	EL	SP	190	X627	20-May-16	0.89	NA	345	345	
7/7/16	VP	SP	174	X1411	19-May-16	1.99	NA	539	539	
7/7/16	EL	SP	47	X688	9-May-16	9.80	NA	1109	1109	
7/7/16	VR	SP	133	X1177	18-May-16	1.38	NA	348	348	
7/7/16	GD	SP	117	X849	11-May-16	1.99	NA	486	486	
7/7/16	JZ	SP	46	X685	9-May-16	3.26	NA	428	428	
7/7/16	VP	SP	155	X1325	19-May-16	1.60	NA	360	360	
7/7/16	VR	SP	17	X1543	30-May-16	2.23	NA	567	567	
7/7/16	JZ	SP	59	X683	9-May-16	3.47	NA	555	555	
7/7/16	GD	SP	52	X686	9-May-16	0.36	NA	110	110	
7/7/16	JZ	SP	51	X682	9-May-16	5.28	NA	764	764	
7/7/16	GD	SP	147	X1300	9-May-16	0.38	NA	98	98	
7/7/16	VR	SP	137	X1201	18-May-16	0.33	NA	36	36	
7/7/16	GD	SP	149	X1285	19-May-16	4.13	NA	764	764	
7/7/16	VR	SP	146	X1308	18-May-16	0.85	NA	135	135	
7/8/16	VP	SP	169	X1393	19-May-16	0.54	NA	130	130	
7/8/16	VP	SP	128	X1088	19-May-16	0.41	NA	158	158	
7/8/16	TB	SP	166	X1375	19-May-16	4.94	NA	910	910	
7/8/16	TB	SP	42	X602	18-May-16	1.05	NA	264	264	
7/8/16	TB	SP	60	X1694	19-May-16	3.18	NA	399	399	
7/8/16	TB	SP	184	X1573	24-May-16	1.65	NA	459	459	
7/11/16	VP	SP	178	X1428	23-May-16	0.24	NA	108	108	
7/11/16	VP	SP	19	X1555	20-May-16	2.05	NA	509	509	
7/11/16	VP	SP	14	X1499	20-May-16	3.27	NA	832	832	
7/11/16	VP	SP	13	X1506	20-May-16	5.55	NA	958	958	
7/11/16	VP	SP	7	X557	20-May-16	1.62	NA	368	368	
7/11/16	VP	SP	126	X1077	20-May-16	1.16	NA	331	331	
7/11/16	VP	SP	151	X1271	9-May-16	0.35	NA	125	125	
7/11/16	VP	SP	132	X1171	18-May-16	2.03	NA	748	748	
7/11/16	VP	SP	153	X1254	19-May-16	1.16	NA	353	353	
7/12/16	VP	SP	125	X1070	18-May-16	5.27	NA	1222	1222	
7/12/16	GD	SP	53	X687	11-May-16	4.72	NA	663	663	
7/12/16	EL	SP	135	X1191	19-May-16	8.71	NA	1572	1572	
7/12/16	SK	SP	115	X875	19-May-16	10.90	NA	622	622	
7/12/16	VP	SP	159	X1343	19-May-16	1.09	NA	421	421	
7/12/16	JZ	SP	91	X834	20-May-16	4.38	NA	758	758	
7/12/16	SJ	SP	148	X1290	13-May-16	1.60	NA	454	454	
7/12/16	VP	SP	156	X1327	19-May-16	1.30	NA	375	375	
7/12/16	GD	SP	141	X1228	18-May-16	2.38	NA	992	992	
7/12/16	EL	SP	183	X1509	11-May-16	6.61	NA	1518	1518	
7/12/16	SK	SP	118	X1020	19-May-16	2.30	NA	538	538	
7/12/16	VP	SP	79	X721	NA	2.47	NA	459	459	
7/12/16	VP	SP	108	X872	11-May-16	4.42	NA	668	668	
7/12/16	SK	SP	123	X1055	13-May-16	4.04	NA	458	458	
7/12/16	EL	SP	101	X839	11-May-16	5.96	NA	933	933	
7/12/16	JZ	SP	31	X056	11-May-16	4.46	NA	748	748	
7/12/16	GD	SP	86	X829	11-May-16	2.18	NA	539	539	
7/12/16	VP	SP	94	X835	11-May-16	2.95	NA	697	697	
7/12/16	JZ	SP	114	X847	11-May-16	11.62	NA	1087	1087	
