"Species","Plant.ID","Seed.estimate","Notes","plot","EG.adult","EG.seed","SP.adult","SP.seed","BH","BD","Avena","FEMY","BRADIS","Forb","Fabaceae","GAST","Density","BG.spp","rust","prop.dam.mini","mean.dam.mini","treat","prop.dam","mean.dam"
"SP","X693",577,"",75,1,5,1,0,380,1,4,40,11.6666666666667,94.4444444444444,15,0,40,"BH seed","0",NA,NA,"fungicide",1,0.0366666666666667
"SP","X601",233,"",40,1,0,8,1,10,4,18,0,4.44444444444444,0,0,0,8,"SP adult","0",NA,NA,"inoculation",1,0.0233333333333333
"SP","X1352",33,"",161,1,75,1,1,77.7777777777778,0,11,0,0,30,3,0,100,"EG seed","0",NA,NA,"fungicide",1,0.0233333333333333
"SP","X646",113,"",57,1,0,0,1,55.5555555555556,7,8.88888888888889,0,0,20,3,0,2,"SP adult","0",NA,NA,"fungicide",1,0.0203333333333333
"SP","X1800",92,"",228,3,2,1,0,11,3,10,0,12,8,0,8,4,"EG adults","0",NA,NA,"fungicide",1,0.0203333333333333
"SP","X873",154,"",110,1,1,1,3,88.8888888888889,1,126.666666666667,0,60,22.2222222222222,1,0,80,"AB seed","0",NA,NA,"fungicide",0.333333333333333,0.000333333333333333
"SP","X867",139,"",92,2,1,1,1,640,2,5,20,90,80,13,0,80,"BH seed","0",NA,NA,"inoculation",1,0.0233333333333333
"SP","X1643",314,"",199,0,1,4,2,0,10,8,0,60,8,0,0,40,"BD seed","0",NA,NA,"ambient",1,0.0203333333333333
"SP","X642",316,"",66,4,2,2,2,13.3333333333333,1,9,0,90,10,10,0,8,"EG adults","0",NA,NA,"fungicide",0.333333333333333,0.0166666666666667
"SP","X1708",68,"",209,1,2,1,1,8,0,35.5555555555556,0,0,46.6666666666667,1,0,20,"SP seed","0",NA,NA,"fungicide",1,0.0203333333333333
"SP","X838",68,"",99,1,6,1,4,9,26.6666666666667,70,0,80,120,8,0,40,"BD seed","0",NA,NA,"ambient",1,0.0336666666666667
"SP","X830",627,"",87,7,3,1,0,120,1,7,6,0,17,22,0,8,"EG adults","0",NA,NA,"inoculation",1,0.01
"SP","X1434",36,"",172,1,30,1,1,10,3,9,0,120,12,0,0,20,"EG seed","0",NA,NA,"ambient",1,0.01
"SP","X714",686,"",78,0,1,1,0,16.6666666666667,0,17.7777777777778,6,135,25,12,0,40,"AB seed","0",NA,NA,"inoculation",1,0.04
"SP","X1508",44,"",21,0.5,3,0.5,0.5,40,3,7.77777777777778,14,30,25,0,0,1,"All","0",NA,NA,"fungicide",0.666666666666667,0.00366666666666667
"SP","X696",209,"",76,1,60,3,3,16.6666666666667,1,3,0,120,150,8,0,20,"EG seed","0",NA,NA,"inoculation",1,0.0366666666666667
"SP","X840",234,"",102,1,7,1,0,44.4444444444444,124.444444444444,46.6666666666667,0,0,2,10,0,100,"BD seed","0",NA,NA,"fungicide",1,0.004
"SP","X1716",365,"",211,0,35,1,0,8,1,40,0,0,18,2,0,80,"EG seed","0",NA,NA,"ambient",1,0.01
"SP","X679",11,"",50,0,11,1,1,16,3,11.1111111111111,0,60,0,8,0,4,"SP adult","0",NA,NA,"inoculation",1,0.0533333333333333
"SP","X060",61,"",31,1,3,12,1,25,1,16.6666666666667,0,30,30,14,0,10,"SP adult","0",1,0.05516666667,NA,NA,NA
"SP","X1583",81,"",186,1,2,1,0,12,0,3,0,23,14,0,5,10,"AB seed","0",NA,NA,"fungicide",0.333333333333333,0.000333333333333333
"SP","X868",125,"",95,1,7,1,10,13,4,5,0,140,3,16,0,40,"SP seed","0",NA,NA,"fungicide",1,0.007
"SP","X1512",73,"",181,1,18,1,0,1,6,22.2222222222222,0,100,1,0,0,10,"EG seed","0",NA,NA,"fungicide",0.666666666666667,0.00666666666666667
"SP","X1711",259,"",210,1,14,1,0,6,0,53.3333333333333,0,0,90,0,0,40,"EG seed","0",NA,NA,"ambient",1,0.0336666666666667
"SP","X601",71,"",40,1,0,8,1,10,4,18,0,4.44444444444444,0,0,0,8,"SP adult","0",NA,NA,"inoculation",1,0.0233333333333333
"SP","X163",220,"",34,0,0,10,1,0,0,4,0,25,4,0,0,10,"SP adult","0",1,0.07833333333,"inoculation",1,0.0503333333333333
"SP","X708",147,"",77,1,3,1,1,50,1,5,0,150,27.7777777777778,3,0,20,"SP seed","0",NA,NA,"fungicide",1,0.037
"SP","X1036",276,"",120,1,2,2,5,25,5,8.88888888888889,0,0,18,11,0,40,"SP seed","0",NA,NA,"inoculation",0.666666666666667,0.00666666666666667
"SP","X869",285,"",97,1,10,1,2,17,70,110,0,60,11,14,0,80,"BD seed","0",NA,NA,"fungicide",0.666666666666667,0.000666666666666667
"SP","X1387",205,"",82,1,3,1,0,15,0,50,0,150,100,5,0,100,"AB seed","0",NA,NA,"fungicide",NA,NA
"SP","X569",315,"",9,0.5,2,0.5,0.5,50,4,17.7777777777778,60,15,4.44444444444444,73.3333333333333,0,1,"All","0",NA,NA,"fungicide",1,0.007
"SP","X842",658,"",104,1,2,2,10,30,1,0,25,0,160,4,0,10,"SP seed","0",NA,NA,"ambient",1,0.05
"SP","X1864",1059,"",239,1,0,2,0,46.6666666666667,0,53.3333333333333,10,13.3333333333333,15,0,0,20,"BH seed","0",NA,NA,"inoculation",1,0.0203333333333333
"SP","X1832",1069,"",23,0.5,3,0.5,1,10.5,0.5,41.6666666666667,40,41.6666666666667,13.8888888888889,0,0.555555555555556,1,"All","0",NA,NA,"fungicide",1,0.004
"SP","X1824",557,"",238,10,2,1,0,13,5,11,0,33.3333333333333,16,0,0,10,"EG adults","0",NA,NA,"fungicide",0.666666666666667,0.000666666666666667
"SP","X1735",141,"",214,1,1,1,0,1280,0,11.6666666666667,0,120,5,0,0,40,"BH seed","0",NA,NA,"fungicide",0.333333333333333,0.00333333333333333
"SP","X1783",793,"",222,1,1,1,3,17,2,62.2222222222222,0,60,3,0,0,100,"SP seed","0",NA,NA,"fungicide",0.666666666666667,0.017
"SP","X1849",694,"",29,0,2.5,0.5,0,3,0.5,8.88888888888889,0,106.666666666667,11.1111111111111,0,6.66666666666667,1,"All","0",NA,NA,"inoculation",1,0.0336666666666667
"SP","X1657",287,"",196,0,2,1,0,1020,3,26.6666666666667,0,5,15,3,0,20,"BH seed","0",NA,NA,"ambient",1,0.0233333333333333
"SP","X1590",585,"",185,2,4,1,1,21,1,7,0,40,6,0,0,2,"EG adults","0",NA,NA,"inoculation",1,0.0233333333333333
"SP","X1842",598,"",27,0.5,1,0.5,1,3.5,0.5,22.2222222222222,0,100,5,0,8.88888888888889,1,"All","0",NA,NA,"inoculation",1,0.007
"SP","X1091",109,"",129,1,6,2,9,11,1,6,0,120,23,1,0,80,"SP seed","0",NA,NA,"ambient",1,0.0233333333333333
"SP","X1520",339,"",22,0,3,0.5,0,15,0.5,5.55555555555556,20,0,66.6666666666667,1.5,0,1,"All","0",NA,NA,"ambient",1,0.0203333333333333
"SP","X1842",1115,"",23,0.5,3,0.5,1,10.5,0.5,41.6666666666667,40,41.6666666666667,13.8888888888889,0,0.555555555555556,1,"All","0",NA,NA,"inoculation",1,0.007
"SP","X1410",181,"",170,1,180,1,1,14,2,2,0,200,46.6666666666667,0,8.88888888888889,100,"EG seed","0",NA,NA,"ambient",1,0.004
"SP","X1470",221,"",179,0,3,1,3,5,1,25,5,150,10,0,0,80,"SP seed","0",NA,NA,"inoculation",1,0.0203333333333333
"SP","X1440",487,"",176,7,1,1,1,24,4,20,0,0,30,2,0,8,"EG adults","0",NA,NA,"fungicide",0.666666666666667,0.00366666666666667
"SP","X1435",238,"",177,1,1,1,5,17,5,45,0,0,90,3,0,80,"SP seed","0",NA,NA,"inoculation",1,0.0533333333333333
"SP","X1465",326,"",171,1,1,1,0,990,1,17.7777777777778,0,100,5,1,0,40,"BH seed","0",NA,NA,"ambient",1,0.0366666666666667
"SP","X600",47,"",59,0,2,4,2,16.6666666666667,5,22.2222222222222,0,13.3333333333333,120,0,0,2,"SP adult","0",NA,NA,"fungicide",1,0.04
"SP","X1563",723,"",20,0.5,1.5,0.5,0.5,75,0.5,13.3333333333333,0,25,120,0,0,1,"All","0",NA,NA,"fungicide",1,0.0366666666666667
"SP","X1721",375,"",213,1,2,2,4,5,0,10,0,225,6,0,0,20,"SP seed","0",NA,NA,"inoculation",1,0.01
"SP","X1773",299,"",232,1,5,1,1,0,0,50,0,20,8,1,0,20,"SP seed","0",NA,NA,"ambient",1,0.007
"SP","X680",1279,"",56,1,3,5,0,22.2222222222222,8,8.33333333333333,5,0,10,5,0,2,"SP adult","0",NA,NA,"inoculation",1,0.04
"SP","X1405",294,"",163,1,12,1,1,13.8888888888889,1,20,0,5,12,2,0,20,"EG seed","0",NA,NA,"inoculation",1,0.0203333333333333
"SP","X163",140,"",34,0,0,10,1,0,0,4,0,25,4,0,0,10,"SP adult","0",1,0.07833333333,"inoculation",1,0.0503333333333333
"SP","X1658",333,"",197,1,2,1,1,8,0,40,0,0,12,4,0,100,"AB seed","0",NA,NA,"fungicide",0.333333333333333,0.00333333333333333
"SP","X1194",400,"",136,1,1,1,1,1140,0,10,0,50,8,0,0,80,"BH seed","0",NA,NA,"ambient",1,0.0233333333333333
"SP","X627",345,"",190,1,3,1,0,2660,1,10,0,10,30,1,0,80,"BH seed","0",NA,NA,"ambient",0.333333333333333,0.00333333333333333
"SP","X1411",539,"",174,1,5,1,0,20,1,8,0,0,35,0,2,20,"AB seed","0",NA,NA,"fungicide",1,0.0203333333333333
"SP","X688",1109,"",47,1,0,6,0,0,0,5,0,90,5,0,0,6,"SP adult","0",NA,NA,"ambient",1,0.0533333333333333
"SP","X1177",348,"",133,1,70,1,1,12,12,35.5555555555556,0,0,40,17,0,80,"EG seed","0",NA,NA,"inoculation",0.666666666666667,0.00666666666666667
"SP","X849",486,"",117,3,2,2,4,12,4,10,5,0,50,5,0,4,"EG adults","0",NA,NA,"fungicide",1,0.004
"SP","X685",428,"",46,1,1,6,3,3,0,15,0,50,1,0,0,6,"SP adult","0",NA,NA,"fungicide",0.666666666666667,0.000666666666666667
"SP","X1325",360,"",155,0,4,1,0,12,50,14,0,240,11,2,0,20,"BD seed","0",NA,NA,"inoculation",1,0.0533333333333333
"SP","X1543",567,"",17,0.5,2,0.5,0,9,3,11.1111111111111,0,90,17.5,0,0,1,"All","0",NA,NA,"ambient",1,0.0666666666666667
"SP","X683",555,"",59,0,2,4,2,16.6666666666667,5,22.2222222222222,0,13.3333333333333,120,0,0,2,"SP adult","0",NA,NA,"ambient",1,0.0833333333333333
"SP","X686",110,"",52,1,1,5,1,6,0,19.4444444444444,0,10,8,0,0,4,"SP adult","0",NA,NA,"ambient",1,0.0203333333333333
"SP","X682",764,"",51,1,8,5,2,26.6666666666667,4,8,5,6,10,2,0,4,"SP adult","0",NA,NA,"fungicide",1,0.037
"SP","X1300",98,"",147,1,1,1,0,6,6,25,0,320,12,0,0,10,"BD seed","0",NA,NA,"ambient",1,0.01
"SP","X1201",36,"",137,8,10,1,8,40,7,11,0,16.6666666666667,2,4,0,10,"EG adults","0",NA,NA,"fungicide",0.333333333333333,0.0166666666666667
"SP","X1285",764,"",149,2,2,1,7,9,1,7,5,10,25,0,0,40,"SP seed","0",NA,NA,"ambient",0.666666666666667,0.00666666666666667
"SP","X1308",135,"",146,1,2,1,4,60,3,66.6666666666667,2,40,60,2,0,40,"SP seed","0",NA,NA,"fungicide",1,0.007
"SP","X1393",130,"",169,1,5,1,1,7,1,46.6666666666667,0,80,15,0,0,40,"AB seed","0",NA,NA,"fungicide",0.666666666666667,0.02
"SP","X1088",158,"",128,1,7,1,7,6,0,13.3333333333333,0,150,40,3,0,80,"SP seed","0",NA,NA,"ambient",1,0.05
"SP","X1375",910,"",166,1,0,1,8,14,12,8,0,20,17,0,0,100,"SP seed","0",NA,NA,"fungicide",1,0.01
"SP","X602",264,"",42,0,2,11,4,0,0,7,0,150,4,0,0,8,"SP adult","0",NA,NA,"fungicide",1,0.007
"SP","X1694",399,"",60,1,3,2,1,9,0,8,0,6,2,0,0,2,"SP adult","0",NA,NA,"fungicide",1,0.004
"SP","X1573",459,"",184,1,2,3,2,10,240,5,0,204.545454545455,6,0,0,80,"BD seed","0",NA,NA,"inoculation",1,0.001
"SP","X1428",108,"",178,1,2,1,0,2375,1,97.7777777777778,0,0,90,4,0,100,"BH seed","0",NA,NA,"fungicide",1,0.0233333333333333
"SP","X1555",509,"",19,0.5,1.5,0.5,0.5,11.5,1,10,0,100,50,0.5,2.5,1,"All","0",NA,NA,"inoculation",1,0.0533333333333333
"SP","X1499",832,"",14,0.5,3,0.5,0.5,8.88888888888889,0.5,5.55555555555556,0,120,7.5,0,0,1,"All","0",NA,NA,"fungicide",1,0.007
"SP","X1506",958,"",13,0.5,1,0.5,0,17.5,0.5,2.22222222222222,0,80,7.5,0,0,1,"All","0",NA,NA,"ambient",1,0.0233333333333333
"SP","X557",368,"",7,0,1.5,0.5,0,16.6666666666667,3,11.1111111111111,100,100,2.77777777777778,33.3333333333333,0,1,"All","0",NA,NA,"inoculation",1,0.01
"SP","X1077",331,"",126,0,1,1,2,420,1,13.3333333333333,0,40,0,8,0,20,"BH seed","0",NA,NA,"fungicide",0.666666666666667,0.00366666666666667
"SP","X1271",125,"",151,1,1,1,1,14,9,8,0,50,2,6,0,10,"BD seed","0",NA,NA,"fungicide",1,0.004
"SP","X1171",748,"",132,1,4,1,1,35.5555555555556,2,40,0,160,80,16.6666666666667,0,10,"AB seed","0",NA,NA,"fungicide",1,0.001
"SP","X1254",353,"",153,8,2,1,0,14,3,8,0,20,27,0,0,8,"EG adults","0",NA,NA,"inoculation",0.666666666666667,0.02
"SP","X1070",1222,"",125,5,8,1,2,20,0,10,0,40,17,5,0,6,"EG adults","0",NA,NA,"inoculation",0.666666666666667,0.000666666666666667
"SP","X687",663,"",53,1,1,1,0,10,0,8,0,0,8,0,0,4,"SP adult","0",NA,NA,"ambient",1,0.0203333333333333
"SP","X1191",1572,"",135,1,5,1,0,17,1,41.6666666666667,0,75,3,0,0,80,"AB seed","0",NA,NA,"inoculation",1,0.001
"SP","X875",622,"",115,1,3,5,2,22.2222222222222,60,13,0,0,90,40,0,40,"BD seed","0",NA,NA,"fungicide",1,0.0233333333333333
"SP","X1343",421,"",159,1,3,1,1,15,46.6666666666667,10,15,15,30,1,0,40,"BD seed","0",NA,NA,"fungicide",1,0.0203333333333333
"SP","X834",758,"",91,1,9,1,1,12,5,25,0,16.6666666666667,53.3333333333333,7,0,100,"AB seed","0",NA,NA,NA,NA,NA
"SP","X1290",454,"",148,1,1,1,1,1615,0,33.3333333333333,75,30,80,2,0,40,"BH seed","0",NA,NA,"inoculation",1,0.007
"SP","X1327",375,"",156,8,4,1,1,12,4,15,0,75,12,0,0,10,"EG adults","0",NA,NA,"inoculation",1,0.0366666666666667
"SP","X1228",992,"",141,1,4,4,8,225,8,5,0,150,20,4,0,100,"SP seed","0",NA,NA,"inoculation",1,0.0666666666666667
"SP","X1509",1518,"",183,1,2,1,0,12,1,23.3333333333333,0,70,0,0,0,80,"AB seed","0",NA,NA,"fungicide",0.666666666666667,0.00366666666666667
"SP","X1020",538,"",118,1,4,2,3,35,3,14,20,0,60,10,0,10,"SP seed","0",NA,NA,"fungicide",0.666666666666667,0.00366666666666667
"SP","X721",459,"",79,1,60,1,0,10,1,11,10,350,6,9,0,80,"EG seed","0",NA,NA,"fungicide",1,0.0233333333333333
"SP","X872",668,"",108,1,8,1,3,53.3333333333333,6,17.7777777777778,0,33.3333333333333,19,0,0,100,"AB seed","0",NA,NA,"ambient",1,0.0336666666666667
"SP","X1055",458,"",123,1,5,1,2,990,3,17.7777777777778,0,30,20,6,0,10,"BH seed","0",NA,NA,"inoculation",0.666666666666667,0.00666666666666667
"SP","X839",933,"",101,8,7,1,2,33.3333333333333,11,3,0,0,2,6,0,8,"EG adults","0",NA,NA,NA,NA,NA
"SP","X056",748,"",31,1,3,12,1,25,1,16.6666666666667,0,30,30,14,0,10,"SP adult","0",NA,NA,"ambient",1,0.0203333333333333
"SP","X829",539,"",86,1,4,1,4,80,1,14,0,0,240,0,0,10,"SP seed","0",NA,NA,"ambient",0.333333333333333,0.00333333333333333
"SP","X835",697,"",94,0,9,1,6,18,4,22.2222222222222,20,100,12,9,0,100,"SP seed","0",NA,NA,"ambient",1,0.0203333333333333
"SP","X847",1087,"",114,1,6,8,1,35.5555555555556,10,13.3333333333333,0,10,60,45,0,20,"AB seed","0",NA,NA,"ambient",1,0.01
"EG","X519",0,"",1,0,1.5,3.5,1.5,19.4444444444444,2.5,11.1111111111111,80,33.3333333333333,20,26.6666666666667,0,1,"All","0",NA,NA,"fungicide",1,0.004
"SP","X517",0,"",1,0,1.5,3.5,1.5,19.4444444444444,2.5,11.1111111111111,80,33.3333333333333,20,26.6666666666667,0,1,"All","0",NA,NA,"fungicide",0.333333333333333,0.00333333333333333
"EG","X524",0,"",2,1,1.5,2,1.5,55.5555555555556,2,26.6666666666667,40,55.5555555555556,31.1111111111111,13.3333333333333,0,1,"All","0",NA,NA,"ambient",0.666666666666667,0.000666666666666667
"SP","X522",0,"",2,1,1.5,2,1.5,55.5555555555556,2,26.6666666666667,40,55.5555555555556,31.1111111111111,13.3333333333333,0,1,"All","0",NA,NA,"ambient",1,0.0173333333333333
"EG","X531",0,"",3,0.5,2.5,1.5,0.5,20,0,16.6666666666667,180,100,33.3333333333333,26.6666666666667,0,1,"All","0",NA,NA,"fungicide",0.666666666666667,0.00366666666666667
"SP","X528",0,"",3,0.5,2.5,1.5,0.5,20,0,16.6666666666667,180,100,33.3333333333333,26.6666666666667,0,1,"All","0",NA,NA,"fungicide",0.666666666666667,0.00366666666666667
"EG","X532",0,"",3,0.5,2.5,1.5,0.5,20,0,16.6666666666667,180,100,33.3333333333333,26.6666666666667,0,1,"All","0",NA,NA,"fungicide",0.666666666666667,0.00666666666666667
"EG","X538",0,"",4,0,2,2.5,0.5,8,0.5,7.5,50,300,2.77777777777778,11.1111111111111,0,1,"All","1",NA,NA,"ambient",0.666666666666667,0.05
"SP","X534",0,"",4,0,2,2.5,0.5,8,0.5,7.5,50,300,2.77777777777778,11.1111111111111,0,1,"All","0",NA,NA,"ambient",1,0.0173333333333333
"EG","X540",0,"",5,0,3,1,0.5,40,2,5,0,225,15,11.1111111111111,0,1,"All","0",NA,NA,"ambient",0.666666666666667,0.00366666666666667
"SP","X541",0,"",5,0,3,1,0.5,40,2,5,0,225,15,11.1111111111111,0,1,"All","0",NA,NA,"ambient",0.666666666666667,0.00366666666666667
"EG","X545",0,"",5,0,3,1,0.5,40,2,5,0,225,15,11.1111111111111,0,1,"All","0",NA,NA,"ambient",1,0.0173333333333333
"EG","X546",0,"",6,0,2.5,2,1.5,13.3333333333333,0.5,6.66666666666667,15,120,2.22222222222222,11.1111111111111,0,1,"All","0",NA,NA,"inoculation",0.666666666666667,0.00366666666666667
"SP","X550",0,"",6,0,2.5,2,1.5,13.3333333333333,0.5,6.66666666666667,15,120,2.22222222222222,11.1111111111111,0,1,"All","0",NA,NA,"inoculation",0.666666666666667,0.017
"EG","X559",0,"",8,0.5,3.5,2,1.5,400,2,6.5,15,0,53.3333333333333,23.3333333333333,0,1,"All","0",NA,NA,"ambient",0.333333333333333,0.000333333333333333
"SP","X561",0,"",8,0.5,3.5,2,1.5,400,2,6.5,15,0,53.3333333333333,23.3333333333333,0,1,"All","0",NA,NA,"ambient",0.666666666666667,0.00366666666666667
"EG","X564",0,"",8,0.5,3.5,2,1.5,400,2,6.5,15,0,53.3333333333333,23.3333333333333,0,1,"All","0",NA,NA,"ambient",0.666666666666667,0.00666666666666667
"EG","X567",0,"",9,0.5,2,0.5,0.5,50,4,17.7777777777778,60,15,4.44444444444444,73.3333333333333,0,1,"All","0",NA,NA,"fungicide",1,0.004
"SP","X570",0,"",9,0.5,2,0.5,0.5,50,4,17.7777777777778,60,15,4.44444444444444,73.3333333333333,0,1,"All","0",NA,NA,"fungicide",1,0.007
"EG","X577",0,"",10,0.5,2,0.5,0.5,36.6666666666667,2,11.1111111111111,15,160,16.6666666666667,19.4444444444444,0,1,"All","0",NA,NA,"fungicide",0.666666666666667,0.00366666666666667
"SP","X576",0,"",10,0.5,2,0.5,0.5,36.6666666666667,2,11.1111111111111,15,160,16.6666666666667,19.4444444444444,0,1,"All","0",NA,NA,"fungicide",1,0.001
"EG","X580",0,"",11,0.5,2,0.5,0.5,33.3333333333333,3,40,0,120,41.6666666666667,11.1111111111111,0,1,"All","0",NA,NA,"ambient",1,0.004
"SP","X582",0,"",11,0.5,2,0.5,0.5,33.3333333333333,3,40,0,120,41.6666666666667,11.1111111111111,0,1,"All","0",NA,NA,"ambient",0.666666666666667,0.017
"EG","X587",0,"",240,1,1,6,5,12,8,50,0,13.8888888888889,15,5,0,40,"SP seed","0",NA,NA,"inoculation",1,0.0173333333333333
"SP","X592",0,"",240,1,1,6,5,12,8,50,0,13.8888888888889,15,5,0,40,"SP seed","0",NA,NA,"inoculation",0.333333333333333,0.00333333333333333
"EG","X588",0,"",240,1,1,6,5,12,8,50,0,13.8888888888889,15,5,0,40,"SP seed","0",NA,NA,"inoculation",0.666666666666667,0.00366666666666667
"EG","X594",0,"",55,1,8,2,0,50,3,11.1111111111111,0,50,66.6666666666667,10,0,2,"SP adult","0",NA,NA,"inoculation",0.666666666666667,0.00366666666666667
