Counting Date	Counter	Species	Transect	Plot	Treatment	Plant ID	Collection Date	Weight	Seed Count	Notes
13-Jul-16	EL	SP	3	A	AM	X201	25-May-16	0.22	75	
13-Jul-16	GD	SP	1	A	INOC	X217	27-May-16	1.62	546	
13-Jul-16	GD	SP	3	A	AM	X200	25-May-16	0.55	116	
13-Jul-16	JZ	SP	3	A	FUN	X197	25-May-16	1.43	264	
13-Jul-16	EL	SP	5	C	AM	SP1	25-May-16	0.90	406	
13-Jul-16	GD	SP	5	A	INOC	SP3	25-May-16	1.08	160	
13-Jul-16	JZ	SP	5	A	INOC	SP	25-May-16	0.66	155	
13-Jul-16	EL	SP	3	A	INOC	X202	25-May-16	1.32	236	
13-Jul-16	GD	SP	5	A	INOC	SP3	25-May-16	0.95	182	
13-Jul-16	JZ	SP	4	A	INOC	SP1	27-May-16	1.89	831	
13-Jul-16	GD	SP	4	A	FUN	SP3	27-May-16	0.67	171	
14-Jul-16	VP	SP	4	C	AM	SP2	27-May-16	2.06	650	
14-Jul-16	GD	SP	4	A	INOC	SP2	27-May-16	1.23	221	
14-Jul-16	SK	SP	4	C	FUN	SP2	27-May-16	3.58	785	
14-Jul-16	EL	SP	4	A	AM	X476	27-May-16	1.94	671	
14-Jul-16	JZ	SP	4	C	FUN	SP1	27-May-16	0.59	190	
14-Jul-16	JZ	SP	5	C	FUN	SP2	25-May-16	0.98	367	
14-Jul-16	JZ	SP	5	C	FUN	SP1	25-May-16	0.58	146	5 BH glooms [glumes]
14-Jul-16	JZ	SP	4	A	AM	SP071	27-May-16	0.94	150	
14-Jul-16	GD	SP	4	A	AM	X475	27-May-16	0.93	390	
14-Jul-16	EL	SP	4	A	INOC	SP3	27-May-16	0.94	314	
14-Jul-16	VP	SP	8	C	AM	SP1	26-May-16	1.27	287	
14-Jul-16	JZ	SP	3	E	INOC	SP2	25-May-16	1.19	436	
14-Jul-16	SK	SP	3	C	INOC	SP1	25-May-16	0.60	87	
14-Jul-16	EL	SP	6	E	INOC	SP1	26-May-16	1.59	580	
14-Jul-16	JZ	SP	3	C	AM	SP3	25-May-16	1.45	274	
14-Jul-16	SK	SP	8	C	FUN	SP2	26-May-16	1.10	169	
14-Jul-16	VP	SP	3	A	FUN	X195	25-May-16	0.95	196	
14-Jul-16	SK	SP	4	C	FUN	SP3	27-May-16	0.93	210	
14-Jul-16	JZ	SP	3	E	INOC	SP1	25-May-16	0.41	196	
14-Jul-16	GD	SP	6	C	INOC	SP1	26-May-16	1.50	375	
14-Jul-16	SK	SP	8	A	FUN	SP1	26-May-16	0.52	210	
14-Jul-16	EL	SP	6	C	INOC	SP3	26-May-16	1.02	331	1 AB SEED
14-Jul-16	VP	SP	8	A	FUN	SP3	26-May-16	0.99	241	
14-Jul-16	CA	SP	8	A	INOC	SP1	26-May-16	1.46	250	
14-Jul-16	SK	SP	8	A	FUN	SP2	26-May-16	0.58	274	
14-Jul-16	VP	SP	1	A	AM	X220	27-May-16	0.74	174	
14-Jul-16	GD	SP	1	A	AM	X504	27-May-16	0.66	190	
14-Jul-16	VP	SP	1	C	INOC	SP3	27-May-16	0.81	225	
14-Jul-16	GD	SP	6	A	AM	X450	26-May-16	1.08	348	TB COUNTED ON 7/19/2016; COUNT WAS MISSING
14-Jul-16	SK	SP	4	C	AM	SP1	27-May-16	3.62	334	
14-Jul-16	JZ	SP	6	C	INOC	SP2	26-May-16	0.63	167	
14-Jul-16	EL	SP	6	A	FUN	X205	26-May-16	3.24	350	(SP 2)
14-Jul-16	VP	SP	6	A	AM	X451	26-May-16	1.11	350	
14-Jul-16	JZ	SP	6	A	FUN	X204	26-May-16	4.16	474	
14-Jul-16	CA	SP	3	E	FUN	SP1	25-May-16	1.28	297	
14-Jul-16	GD	SP	3	E	AM	X213	25-May-16	1.22	449	
14-Jul-16	VP	SP	3	C	INOC	SP3	25-May-16	1.35	408	
14-Jul-16	SK	SP	4	E	FUN	SP3	27-May-16	0.90	152	
14-Jul-16	JZ	SP	4	E	FUN	SP2	27-May-16	0.55	103	
14-Jul-16	SK	SP	3	C	AM	SP2	25-May-16	0.70	63	
14-Jul-16	EL	SP	3	C	AM	SP1	25-May-16	0.67	191	
14-Jul-16	GD	SP	1	C	INOC	SP2	27-May-16	0.68	378	
14-Jul-16	JZ	SP	1	C	INOC	SP1	27-May-16	0.54	196	
14-Jul-16	VP	SP	4	C	AM	SP3	27-May-16	2.96	578	
14-Jul-16	JZ	SP	3	A	AM	X199	25-May-16	3.08	538	
