"plant.ID","Species","SP.adult","EG.adult","BH","BD","Avena","mean.dam","area","Seed.estimate"
INOC.C.6.EG2,EG,4.0,4.0,1000.0,0.0,150.0,0.01,nan,126
FUN.C.1.BD3,BD,3.0,1.0,0.0,4.0,124.444444444,NA,nan,15
AM.E.4.BD1,BD,3.0,0.0,240.0,83.3333333333,26.0,NA,nan,7
AM.A.4.BD1,BD,12.0,0.0,0.0,0.0,30.0,NA,nan,25
FUN.C.1.BD2,BD,3.0,1.0,0.0,4.0,124.444444444,NA,nan,12
INOC.C.4.BH3,BH,8.0,1.0,4.0,0.0,175.0,NA,nan,7
AM.A.4.X470,BD,12.0,0.0,0.0,0.0,30.0,NA,nan,15
INOC.C.8.EG2,EG,4.0,8.0,1.0,100.0,3.0,0.0173333333333,nan,76
AM.A.4.BD2,BD,12.0,0.0,0.0,0.0,30.0,NA,nan,24
INOC.A.4.BD3,BD,12.0,0.0,100.0,4.0,15.0,NA,nan,4
INOC.C.6.EG1,EG,4.0,4.0,1000.0,0.0,150.0,0.007,nan,222
INOC.E.1.BD1,BD,0.0,0.0,1760.0,9.0,125.0,NA,nan,14
AM.E.4.BH2,BH,3.0,0.0,240.0,83.3333333333,26.0,NA,nan,15
AM.E.4.BH3,BH,3.0,0.0,240.0,83.3333333333,26.0,NA,nan,13
AM.A.5.X390,BD,0.0,22.0,0.0,53.3333333333,6.0,NA,nan,2
AM.E.4.BH1,BH,3.0,0.0,240.0,83.3333333333,26.0,NA,nan,13
AM.E.1.X511,BD,1.0,1.0,100.0,0.0,150.0,NA,nan,23
AM.E.4.BD2,BD,3.0,0.0,240.0,83.3333333333,26.0,NA,nan,7
AM.E.4.BD3,BD,3.0,0.0,240.0,83.3333333333,26.0,NA,nan,12
AM.E.1.X513,BD,1.0,1.0,100.0,0.0,150.0,NA,nan,27
INOC.E.6.EG3,EG,2.0,3.0,240.0,0.0,350.0,0.0233333333333,nan,237
FUN.E.4.BD1,BD,4.0,0.0,373.333333333,175.0,15.0,NA,nan,37
FUN.E.1.BD3,BD,0.0,0.0,0.0,2.0,360.0,NA,nan,14
FUN.E.1.BH3,BH,0.0,0.0,0.0,2.0,360.0,NA,nan,7
INOC.A.4.BD1,BD,12.0,0.0,100.0,4.0,15.0,NA,nan,4
FUN.C.8.EG3,EG,16.0,1.0,0.0,0.0,2.0,0.004,nan,100
FUN.E.1.BD2,BD,0.0,0.0,0.0,2.0,360.0,NA,nan,10
AM.C.6.EG3,EG,1.0,8.0,1000.0,1.0,25.0,0.004,nan,176
INOC.A.8.EG2,EG,9.0,1.0,16.6666666667,0.0,1.0,NA,nan,78
INOC.E.1.BD3,BD,0.0,0.0,1760.0,9.0,125.0,NA,nan,24
INOC.E.5.BD3,BD,0.0,1.0,1800.0,100.0,150.0,NA,nan,9
AM.A.6.X449,EG,5.0,11.0,320.0,1.0,71.1111111111,0.004,nan,21
FUN.C.6.BH2,BH,5.0,7.0,2400.0,0.0,186.666666667,NA,nan,20
INOC.C.5.BD1,BD,5.0,0.0,3.0,0.0,27.7777777778,NA,nan,2
INOC.C.5.BD3,BD,5.0,0.0,3.0,0.0,27.7777777778,NA,nan,7
INOC.C.5.BD2,BD,5.0,0.0,3.0,0.0,27.7777777778,NA,nan,3
AM.A.3.BD1,BD,9.0,1.0,5.0,2.0,23.3333333333,NA,nan,23
INOC.E.1.BD2,BD,0.0,0.0,1760.0,9.0,125.0,NA,nan,10
INOC.E.1.BH3,BH,0.0,0.0,1760.0,9.0,125.0,NA,nan,19
FUN.E.5.BD2,BD,0.0,0.0,50.0,16.6666666667,240.0,NA,nan,4
AM.E.8.BH1,BH,1.0,1.0,1.0,22.2222222222,66.6666666667,NA,nan,12
INOC.E.5.BD1,BD,0.0,1.0,1800.0,100.0,150.0,NA,nan,23
FUN.E.5.BH2,BH,0.0,0.0,50.0,16.6666666667,240.0,NA,nan,13
FUN.C.5.BD2,BD,15.0,0.0,50.0,7.0,22.2222222222,NA,nan,28
INOC.E.8.EG2,EG,0.0,3.0,0.0,2.0,100.0,0.01,nan,135
INOC.E.1.BH2,BH,0.0,0.0,1760.0,9.0,125.0,NA,nan,27
AM.A.6.X210,EG,5.0,11.0,320.0,1.0,71.1111111111,0.0173333333333,nan,268
INOC.C.5.BH1,BH,5.0,0.0,3.0,0.0,27.7777777778,NA,nan,32
FUN.E.1.BH2,BH,0.0,0.0,0.0,2.0,360.0,NA,nan,24
INOC.E.1.BH1,BH,0.0,0.0,1760.0,9.0,125.0,NA,nan,25
FUN.E.5.BD1,BD,0.0,0.0,50.0,16.6666666667,240.0,NA,nan,18
AM.A.3.X411,BH,9.0,1.0,5.0,2.0,23.3333333333,NA,nan,9
AM.C.5.BD3,BD,1.0,8.0,125.0,2.0,10.0,NA,nan,6
AM.C.8.EG3,EG,2.0,9.0,0.0,700.0,2.0,0.001,nan,32
FUN.E.4.BH1,BH,4.0,0.0,373.333333333,175.0,15.0,NA,nan,9
FUN.E.5.BD3,BD,0.0,0.0,50.0,16.6666666667,240.0,NA,nan,9
FUN.E.1.BH1,BH,0.0,0.0,0.0,2.0,360.0,NA,nan,113
FUN.E.5.BH1,BH,0.0,0.0,50.0,16.6666666667,240.0,NA,nan,4
INOC.E.6.EG1,EG,2.0,3.0,240.0,0.0,350.0,0.0233333333333,nan,57
AM.C.5.BH2,BH,1.0,8.0,125.0,2.0,10.0,NA,nan,19
AM.C.5.BH1,BH,1.0,8.0,125.0,2.0,10.0,NA,nan,13
FUN.E.6.EG2,EG,2.0,4.0,150.0,0.0,250.0,0.000333333333333,nan,849
FUN.E.8.BH2,BH,0.0,0.0,3.0,27.7777777778,60.0,NA,nan,10
INOC.A.4.BH2,BH,12.0,0.0,100.0,4.0,15.0,NA,nan,2
FUN.E.5.BH3,BH,0.0,0.0,50.0,16.6666666667,240.0,NA,nan,8
INOC.A.4.BH1,BH,12.0,0.0,100.0,4.0,15.0,NA,nan,4
AM.C.6.BH1,BH,1.0,8.0,1000.0,1.0,25.0,NA,nan,31
INOC.E.8.EG3,EG,0.0,3.0,0.0,2.0,100.0,0.05,nan,30
AM.C.8.BD1,BD,2.0,9.0,0.0,700.0,2.0,NA,nan,9
AM.C.8.BD3,BD,2.0,9.0,0.0,700.0,2.0,NA,nan,16
FUN.A.6.BD2,BD,8.0,6.0,300.0,350.0,100.0,NA,nan,2
FUN.A.6.BD1,BD,8.0,6.0,300.0,350.0,100.0,NA,nan,18
AM.C.3.BD1,BD,7.0,1.0,0.0,0.0,200.0,NA,nan,7
AM.E.8.BD3,BD,1.0,1.0,1.0,22.2222222222,66.6666666667,NA,nan,14
AM.E.6.BD2,BD,1.0,1.0,800.0,66.6666666667,266.666666667,NA,nan,6
FUN.C.8.EG1,EG,16.0,1.0,0.0,0.0,2.0,0.000333333333333,nan,23
AM.E.6.BD1,BD,1.0,1.0,800.0,66.6666666667,266.666666667,NA,nan,3
AM.C.8.BD2,BD,2.0,9.0,0.0,700.0,2.0,NA,nan,16
FUN.C.3.BD3,BD,0.0,0.0,0.0,4.0,293.333333333,NA,nan,53
FUN.A.6.EG2,EG,8.0,6.0,300.0,350.0,100.0,0.00366666666667,nan,22
FUN.C.3.BD2,BD,0.0,0.0,0.0,4.0,293.333333333,NA,nan,10
AM.E.5.BH1,BH,0.0,0.0,133.333333333,8.0,53.3333333333,NA,nan,72
FUN.A.3.BH2,BH,8.0,1.0,6.0,0.0,4.0,NA,nan,4
FUN.A.6.BH2,BH,8.0,6.0,300.0,350.0,100.0,NA,nan,1
FUN.E.3.BD2,BD,1.0,1.0,0.0,0.0,210.0,NA,nan,3
INOC.A.5.BD3,BD,12.0,6.0,4.0,3.0,7.0,NA,nan,3
FUN.C.3.BD1,BD,0.0,0.0,0.0,4.0,293.333333333,NA,nan,5
FUN.C.5.BH1,BD,15.0,0.0,50.0,7.0,22.2222222222,NA,nan,18
AM.E.3.BD2,BD,1.0,0.0,6.0,0.0,100.0,NA,nan,7
INOC.A.8.EG3,EG,9.0,1.0,16.6666666667,0.0,1.0,0.0055,nan,42
FUN.A.5.BD3,BD,3.0,12.0,0.0,11.1111111111,11.1111111111,NA,nan,18
FUN.C.5.BH3,BH,15.0,0.0,50.0,7.0,22.2222222222,NA,nan,335
FUN.C.6.EG1,EG,5.0,7.0,2400.0,0.0,186.666666667,0.00666666666667,nan,409
FUN.C.8.EG2,EG,16.0,1.0,0.0,0.0,2.0,0.000333333333333,nan,67
AM.E.3.BD1,BD,1.0,0.0,6.0,0.0,100.0,NA,nan,8
INOC.A.6.BD1,BD,8.0,4.0,300.0,0.0,58.3333333333,NA,nan,10
AM.E.3.X421,BD,1.0,0.0,6.0,0.0,100.0,NA,nan,1
INOC.A.6.BD2,BD,8.0,4.0,300.0,0.0,58.3333333333,NA,nan,16
AM.E.4.X462,EG,3.0,0.0,240.0,83.3333333333,26.0,0.0,nan,8
FUN.C.5.BD1,BD,15.0,0.0,50.0,7.0,22.2222222222,NA,nan,20
FUN.C.5.BD3,BD,15.0,0.0,50.0,7.0,22.2222222222,NA,nan,36
INOC.E.5.BD2,BD,0.0,1.0,1800.0,100.0,150.0,NA,nan,25
FUN.C.5.BH2,BH,15.0,0.0,50.0,7.0,22.2222222222,NA,nan,62
AM.C.8.EG2,EG,2.0,9.0,0.0,700.0,2.0,0.0173333333333,nan,46
INOC.E.5.BH2,BD,0.0,1.0,1800.0,100.0,150.0,NA,nan,4
FUN.E.5.EG1,EG,0.0,0.0,50.0,16.6666666667,240.0,0.000666666666667,nan,13
INOC.A.6.BH2,BD,8.0,4.0,300.0,0.0,58.3333333333,NA,nan,8
AM.C.8.EG1,EG,2.0,9.0,0.0,700.0,2.0,0.007,nan,49
AM.C.6.BH2,BD,1.0,8.0,1000.0,1.0,25.0,NA,nan,14
FUN.C.5.AB2,AB,15.0,0.0,50.0,7.0,22.2222222222,NA,nan,3
AM.C.6.BH3,BH,1.0,8.0,1000.0,1.0,25.0,NA,nan,24
FUN.A.8.EG1,EG,6.0,2.0,2250.0,100.0,8.0,0.001,nan,20
INOC.E.5.BH1,BH,0.0,1.0,1800.0,100.0,150.0,NA,nan,7
FUN.A.8.EG2,EG,6.0,2.0,2250.0,100.0,8.0,0.007,nan,81
INOC.A.1.BD3,BD,12.0,0.0,0.0,0.0,9.0,NA,nan,7
INOC.A.1.BD2,BD,12.0,0.0,0.0,0.0,9.0,NA,nan,7
FUN.E.3.BD3,BD,1.0,1.0,0.0,0.0,210.0,NA,nan,5
FUN.A.5.BD1,BD,3.0,12.0,0.0,11.1111111111,11.1111111111,NA,nan,21
INOC.C.1.BD2,BD,7.0,0.0,1.0,0.0,70.0,NA,nan,14
INOC.C.1.BD3,BD,7.0,0.0,1.0,0.0,70.0,NA,nan,23
INOC.C.1.BD1,BD,7.0,0.0,1.0,0.0,70.0,NA,nan,5
FUN.C.6.EG3,EG,5.0,7.0,2400.0,0.0,186.666666667,0.004,nan,240
AM.C.5.BD2,BD,1.0,8.0,125.0,2.0,10.0,NA,nan,20
FUN.A.3.BD1,BD,8.0,1.0,6.0,0.0,4.0,NA,nan,17
AM.A.1.BD2,BD,20.0,0.0,4.0,2.0,12.0,NA,nan,5
AM.E.5.X400,BD,0.0,0.0,133.333333333,8.0,53.3333333333,NA,nan,12
AM.E.5.X401,BD,0.0,0.0,133.333333333,8.0,53.3333333333,NA,nan,3
AM.A.3.BD2,BD,9.0,1.0,5.0,2.0,23.3333333333,NA,nan,3
AM.A.6.X444,BD,5.0,11.0,320.0,1.0,71.1111111111,NA,nan,2
INOC.E.6.BH3,BD,2.0,3.0,240.0,0.0,350.0,NA,nan,8
INOC.E.8.BD2,BH,0.0,3.0,0.0,2.0,100.0,NA,nan,18
FUN.C.6.EG2,BD,5.0,7.0,2400.0,0.0,186.666666667,0.000333333333333,nan,140
INOC.E.8.BD3,EG,0.0,3.0,0.0,2.0,100.0,NA,nan,11
FUN.E.8.BD2,BD,0.0,0.0,3.0,27.7777777778,60.0,NA,nan,16
FUN.E.8.BD1,BD,0.0,0.0,3.0,27.7777777778,60.0,NA,nan,19
FUN.C.6.EG3,EG,5.0,7.0,2400.0,0.0,186.666666667,0.004,nan,293
INOC.C.8.EG1,EG,4.0,8.0,1.0,100.0,3.0,0.001,nan,21
INOC.E.8.BH2,BH,0.0,3.0,0.0,2.0,100.0,NA,nan,18
AM.A.1.X500,BD,20.0,0.0,4.0,2.0,12.0,NA,nan,3
FUN.E.6.BD2,BD,2.0,4.0,150.0,0.0,250.0,NA,nan,22
FUN.E.6.BH2,BH,2.0,4.0,150.0,0.0,250.0,NA,nan,8
FUN.A.3.BH1,BH,8.0,1.0,6.0,0.0,4.0,NA,nan,27
FUN.E.6.BD3,BD,2.0,4.0,150.0,0.0,250.0,NA,nan,6
INOC.A.3.BH3,BH,11.0,0.0,6.0,0.0,1.0,NA,nan,13
AM.C.5.BD1,BD,1.0,8.0,125.0,2.0,10.0,NA,nan,5
INOC.A.3.BH2,BH,11.0,0.0,6.0,0.0,1.0,NA,nan,16
FUN.C.6.BH3,BH,5.0,7.0,2400.0,0.0,186.666666667,NA,nan,10
INOC.A.3.BH1,BH,11.0,0.0,6.0,0.0,1.0,NA,nan,9
FUN.C.6.BH1,BH,5.0,7.0,2400.0,0.0,186.666666667,NA,nan,17
INOC.A.1.BD1,BD,12.0,0.0,0.0,0.0,9.0,NA,nan,6
FUN.E.6.BH1,BH,2.0,4.0,150.0,0.0,250.0,NA,nan,11
AM.A.3.BH1,BH,9.0,1.0,5.0,2.0,23.3333333333,NA,nan,7
FUN.E.6.EG3,EG,2.0,4.0,150.0,0.0,250.0,0.004,nan,1824
FUN.A.8.EG3,EG,6.0,2.0,2250.0,100.0,8.0,0.00366666666667,nan,12
INOC.E.4.BD3,BD,3.0,0.0,960.0,44.4444444444,35.5555555556,NA,nan,7
INOC.E.8.BH1,BH,0.0,3.0,0.0,2.0,100.0,NA,nan,12
FUN.E.8.BD3,BD,0.0,0.0,3.0,27.7777777778,60.0,NA,nan,14
INOC.C.8.BD2,BD,4.0,8.0,1.0,100.0,3.0,NA,nan,6
FUN.E.6.BD1,EG,2.0,4.0,150.0,0.0,250.0,NA,nan,19
FUN.E.8.BH1,BH,0.0,0.0,3.0,27.7777777778,60.0,NA,nan,21
FUN.E.4.EG1,EG,4.0,0.0,373.333333333,175.0,15.0,0.001,nan,2
INOC.C.6.BH3,BH,4.0,4.0,1000.0,0.0,150.0,NA,nan,8
FUN.E.4.EG1,EG,4.0,0.0,373.333333333,175.0,15.0,0.001,nan,2
INOC.C.6.BH3,BH,4.0,4.0,1000.0,0.0,150.0,NA,nan,8
AM.E.8.BH2,BH,1.0,1.0,1.0,22.2222222222,66.6666666667,NA,nan,5
AM.E.8.BH3,BH,1.0,1.0,1.0,22.2222222222,66.6666666667,NA,nan,8
AM.E.8.BD2,BD,1.0,1.0,1.0,22.2222222222,66.6666666667,NA,nan,24
AM.E.6.BH1,BH,1.0,1.0,800.0,66.6666666667,266.666666667,NA,nan,13
AM.E.8.BD1,BD,1.0,1.0,1.0,22.2222222222,66.6666666667,NA,nan,16
AM.C.6.EG1,EG,1.0,8.0,1000.0,1.0,25.0,0.0173333333333,nan,693
INOC.E.4.BD2,BD,3.0,0.0,960.0,44.4444444444,35.5555555556,NA,nan,11
INOC.C.6.BH1,BH,4.0,4.0,1000.0,0.0,150.0,NA,nan,4
AM.C.4.BD1,BD,9.0,1.0,400.0,40.0,18.0,NA,nan,13
AM.C.4.BD2,BD,9.0,1.0,400.0,40.0,18.0,NA,nan,18
AM.C.4.BH1,BH,9.0,1.0,400.0,40.0,18.0,NA,nan,26
AM.C.4.BD3,BD,9.0,1.0,400.0,40.0,18.0,NA,nan,13
AM.C.4.BH2,BH,9.0,1.0,400.0,40.0,18.0,NA,nan,5
FUN.C.4.BH3,BH,10.0,0.0,40.0,0.0,133.333333333,NA,nan,4
AM.E.6.X432,BD,1.0,1.0,800.0,66.6666666667,266.666666667,NA,nan,3
INOC.C.6.BH2,BH,4.0,4.0,1000.0,0.0,150.0,NA,nan,14
AM.E.5.X402,BH,0.0,0.0,133.333333333,8.0,53.3333333333,NA,nan,2
INOC.E.6.BH2,BH,2.0,3.0,240.0,0.0,350.0,NA,nan,6
FUN.E.1.BD1,BD,0.0,0.0,0.0,2.0,360.0,NA,nan,21
AM.C.4.EG1,EG,9.0,1.0,400.0,40.0,18.0,0.004,nan,32
INOC.A.8.BH3,BH,9.0,1.0,16.6666666667,0.0,1.0,NA,nan,12
INOC.A.8.BH2,BH,9.0,1.0,16.6666666667,0.0,1.0,NA,nan,7
FUN.A.8.BD2,BD,6.0,2.0,2250.0,100.0,8.0,NA,nan,37
FUN.A.8.BD1,BD,6.0,2.0,2250.0,100.0,8.0,NA,nan,8
INOC.C.8.BD1,BD,4.0,8.0,1.0,100.0,3.0,NA,nan,5
INOC.C.8.BD3,BD,4.0,8.0,1.0,100.0,3.0,NA,nan,7
AM.A.8.X479,BH,8.0,6.0,100.0,1.0,2.0,NA,nan,4
AM.A.8.BH1,BH,8.0,6.0,100.0,1.0,2.0,NA,nan,10
INOC.E.6.BH1,BH,2.0,3.0,240.0,0.0,350.0,NA,nan,10
FUN.A.1.BH2,BH,12.0,0.0,225.0,0.0,6.0,NA,nan,11
FUN.A.8.BD3,BD,6.0,2.0,2250.0,100.0,8.0,NA,nan,17
INOC.C.5.EG1,EG,5.0,0.0,3.0,0.0,27.7777777778,0.0173333333333,nan,13
AM.C.3.BD2,BD,7.0,1.0,0.0,0.0,200.0,NA,nan,6
INOC.C.4.EG1,EG,8.0,1.0,4.0,0.0,175.0,0.004,nan,43
FUN.A.1.BH1,BH,12.0,0.0,225.0,0.0,6.0,NA,nan,7
FUN.A.8.BH3,BH,6.0,2.0,2250.0,100.0,8.0,NA,nan,53
FUN.A.3.EG1,EG,8.0,1.0,6.0,0.0,4.0,0.000333333333333,nan,120
FUN.A.8.BH2,BH,6.0,2.0,2250.0,100.0,8.0,NA,nan,17
INOC.E.6.EG2,EG,2.0,3.0,240.0,0.0,350.0,0.007,nan,910
FUN.A.8.BH1,BH,6.0,2.0,2250.0,100.0,8.0,NA,nan,22
AM.A.4.X474,EG,12.0,0.0,0.0,0.0,30.0,0.001,nan,24
AM.E.3.X425,EG,1.0,0.0,6.0,0.0,100.0,0.001,nan,21
INOC.A.8.BH1,BH,9.0,1.0,16.6666666667,0.0,1.0,NA,nan,23
AM.E.1.BH1,BH,1.0,1.0,100.0,0.0,150.0,NA,nan,16
INOC.A.6.BH1,BH,8.0,4.0,300.0,0.0,58.3333333333,NA,nan,3
INOC.A.6.BH3,BH,8.0,4.0,300.0,0.0,58.3333333333,NA,nan,5
INOC.C.5.BH2,BH,5.0,0.0,3.0,0.0,27.7777777778,NA,nan,8
FUN.A.6.BH1,BH,8.0,6.0,300.0,350.0,100.0,NA,nan,4
AM.E.1.BH3,BH,1.0,1.0,100.0,0.0,150.0,NA,nan,8
AM.C.5.BH3,BH,1.0,8.0,125.0,2.0,10.0,NA,nan,30
AM.E.1.BH2,BH,1.0,1.0,100.0,0.0,150.0,NA,nan,53
AM.A.3.X410,BD,9.0,1.0,5.0,2.0,23.3333333333,NA,nan,4
INOC.A.4.BD2,BD,12.0,0.0,100.0,4.0,15.0,NA,nan,5
INOC.E.5.BH3,BH,0.0,1.0,1800.0,100.0,150.0,NA,nan,0
AM.E.1.X512,BD,1.0,1.0,100.0,0.0,150.0,NA,nan,59
INOC.E.5.EG1,EG,0.0,1.0,1800.0,100.0,150.0,0.0533333333333,nan,3851
FUN.A.4.AB3,AB,12.0,0.0,266.666666667,4.0,133.333333333,NA,nan,7
AM.E.8.X496,SP,1.0,1.0,1.0,22.2222222222,66.6666666667,0.01,nan,2
FUN.A.4.AB2,AB,12.0,0.0,266.666666667,4.0,133.333333333,NA,nan,2
FUN.A.4.AB1,AB,12.0,0.0,266.666666667,4.0,133.333333333,NA,nan,3
INOC.A.4.AB3,AB,12.0,0.0,100.0,4.0,15.0,NA,nan,4
AM.A.8.X478,BH,8.0,6.0,100.0,1.0,2.0,NA,nan,20
INOC.A.4.AB2,AB,12.0,0.0,100.0,4.0,15.0,NA,nan,3
INOC.A.4.AB1,AB,12.0,0.0,100.0,4.0,15.0,NA,nan,3
INOC.E.1.AB2,AB,0.0,0.0,1760.0,9.0,125.0,0.0055,nan,7
INOC.A.6.X207,EG,8.0,4.0,300.0,0.0,58.3333333333,0.004,nan,27
AM.E.3.X426,SP,1.0,0.0,6.0,0.0,100.0,0.004,nan,26
AM.E.4.SP1,SP,3.0,0.0,240.0,83.3333333333,26.0,0.00333333333333,nan,25
FUN.C.5.SP3,SP,15.0,0.0,50.0,7.0,22.2222222222,0.001,nan,17
AM.C.8.SP3,SP,2.0,9.0,0.0,700.0,2.0,0.004,nan,23
AM.C.6.SP1,SP,1.0,8.0,1000.0,1.0,25.0,NA,nan,18
INOC.C.8.SP1,SP,4.0,8.0,1.0,100.0,3.0,0.0233333333333,nan,23
FUN.C.1.SP3,SP,3.0,1.0,0.0,4.0,124.444444444,0.001,nan,14
AM.E.6.X427,SP,1.0,1.0,800.0,66.6666666667,266.666666667,NA,nan,7
FUN.C.1.SP2,SP,3.0,1.0,0.0,4.0,124.444444444,0.000333333333333,nan,74
INOC.E.6.AB3,AB,2.0,3.0,240.0,0.0,350.0,NA,nan,3
FUN.A.1.X214,SP,12.0,0.0,225.0,0.0,6.0,0.000333333333333,nan,281
FUN.A.1.X212,SP,12.0,0.0,225.0,0.0,6.0,0.0,nan,137
FUN.A.1.X213,SP,12.0,0.0,225.0,0.0,6.0,0.000333333333333,nan,153
AM.A.1.X218,SP,20.0,0.0,4.0,2.0,12.0,0.01,nan,177
AM.A.8.X484,SP,8.0,6.0,100.0,1.0,2.0,0.000333333333333,nan,60
AM.A.8.X485,SP,8.0,6.0,100.0,1.0,2.0,0.000333333333333,nan,138
AM.A.8.X483,SP,8.0,6.0,100.0,1.0,2.0,0.02,nan,27
INOC.A.8.SP2,SP,9.0,1.0,16.6666666667,0.0,1.0,0.00333333333333,nan,108
FUN.C.8.SP3,SP,16.0,1.0,0.0,0.0,2.0,0.00333333333333,nan,150
AM.A.8.SP3,SP,8.0,6.0,100.0,1.0,2.0,NA,nan,34
FUN.C.6.AB2,AB,5.0,7.0,2400.0,0.0,186.666666667,0.0005,nan,4
