"plant.ID","Species","SP.adult","EG.adult","BH","BD","Avena","mean.dam","area","Seed.estimate"
INOC.A.3.AB1,AB,11.0,0.0,6.0,0.0,1.0,NA,nan,3
AM.C.8.SP2,SP,2.0,9.0,0.0,700.0,2.0,0.001,nan,95
FUN.C.8.SP1,SP,16.0,1.0,0.0,0.0,2.0,0.000333333333333,nan,32
AM.A.6.SP1,SP,5.0,11.0,320.0,1.0,71.1111111111,0.0366666666667,nan,26
INOC.A.6.X208,EG,8.0,4.0,300.0,0.0,58.3333333333,0.007,nan,145
AM.C.6.SP2,SP,1.0,8.0,1000.0,1.0,25.0,0.000333333333333,nan,8
AM.E.6.X436,SP,1.0,1.0,800.0,66.6666666667,266.666666667,0.007,nan,13
FUN.C.6.SP3,SP,5.0,7.0,2400.0,0.0,186.666666667,0.004,nan,103
FUN.E.6.AB2,AB,2.0,4.0,150.0,0.0,250.0,NA,nan,7
INOC.E.6.AB1,AB,2.0,3.0,240.0,0.0,350.0,0.00366666666667,nan,4
INOC.A.3.AB2,AB,11.0,0.0,6.0,0.0,1.0,NA,nan,2
FUN.C.1.AB1,AB,3.0,1.0,0.0,4.0,124.444444444,0.0,nan,4
AM.C.3.AB1,AB,7.0,1.0,0.0,0.0,200.0,NA,nan,3
AM.E.6.X428,AB,1.0,1.0,800.0,66.6666666667,266.666666667,NA,nan,4
INOC.C.6.AB1,AB,4.0,4.0,1000.0,0.0,150.0,0.0005,nan,7
AM.E.6.X437+X438,SP,1.0,1.0,800.0,66.6666666667,266.666666667,NA,nan,124
INOC.E.6.SP2,SP,2.0,3.0,240.0,0.0,350.0,0.004,nan,31
FUN.E.6.AB1,AB,2.0,4.0,150.0,0.0,250.0,NA,nan,7
AM.C.1.SP3,SP,3.0,0.0,1.0,0.0,14.0,0.0533333333333,nan,101
AM.E.6.AB1,AB,1.0,1.0,800.0,66.6666666667,266.666666667,0.0005,nan,6
FUN.E.6.AB3,AB,2.0,4.0,150.0,0.0,250.0,0.0,nan,6
AM.C.1.SP1,SP,3.0,0.0,1.0,0.0,14.0,0.007,nan,15
FUN.C.6.AB1,AB,5.0,7.0,2400.0,0.0,186.666666667,0.000333333333333,nan,7
INOC.E.1.SP1,SP,0.0,0.0,1760.0,9.0,125.0,0.007,nan,36
FUN.C.6.AB3,AB,5.0,7.0,2400.0,0.0,186.666666667,0.00366666666667,nan,10
INOC.C.1.AB3,AB,7.0,0.0,1.0,0.0,70.0,NA,nan,2
AM.A.1.X498,AB,20.0,0.0,4.0,2.0,12.0,NA,nan,4
INOC.A.1.AB1,AB,12.0,0.0,0.0,0.0,9.0,NA,nan,5
FUN.A.4.SP2,SP,12.0,0.0,266.666666667,4.0,133.333333333,0.004,nan,43
FUN.A.3.SP1,SP,8.0,1.0,6.0,0.0,4.0,NA,nan,41
AM.E.4.X463,SP,3.0,0.0,240.0,83.3333333333,26.0,0.000333333333333,nan,35
INOC.A.1.AB3,AB,12.0,0.0,0.0,0.0,9.0,NA,nan,3
INOC.C.5.SP3,SP,5.0,0.0,3.0,0.0,27.7777777778,0.0233333333333,nan,107
FUN.A.1.AB2,AB,12.0,0.0,225.0,0.0,6.0,NA,nan,4
INOC.C.5.SP1,SP,5.0,0.0,3.0,0.0,27.7777777778,0.004,nan,21
AM.A.3.X409,AB,9.0,1.0,5.0,2.0,23.3333333333,0.007,nan,42
INOC.C.5.SP2,SP,5.0,0.0,3.0,0.0,27.7777777778,0.007,nan,52
FUN.A.5.SP3,SP,3.0,12.0,0.0,11.1111111111,11.1111111111,0.000333333333333,nan,63
AM.E.5.X396,AB,0.0,0.0,133.333333333,8.0,53.3333333333,NA,nan,7
FUN.A.5.SP1,SP,3.0,12.0,0.0,11.1111111111,11.1111111111,NA,nan,30
FUN.A.5.SP2,SP,3.0,12.0,0.0,11.1111111111,11.1111111111,0.000666666666667,nan,48
FUN.E.3.AB3,AB,1.0,1.0,0.0,0.0,210.0,NA,nan,5
INOC.C.6.AB3,AB,4.0,4.0,1000.0,0.0,150.0,0.0,nan,6
INOC.A.5.SP3,SP,12.0,6.0,4.0,3.0,7.0,0.0203333333333,nan,120
INOC.A.3.X203,SP,11.0,0.0,6.0,0.0,1.0,0.0366666666667,nan,86
INOC.A.1.SP1,SP,12.0,0.0,0.0,0.0,9.0,0.01,nan,56
AM.C.1.SP2,SP,3.0,0.0,1.0,0.0,14.0,0.004,nan,84
FUN.C.1.SP1,SP,3.0,1.0,0.0,4.0,124.444444444,0.001,nan,85
AM.C.5.SP2,SP,1.0,8.0,125.0,2.0,10.0,0.00366666666667,nan,34
INOC.A.3.X198,SP,11.0,0.0,6.0,0.0,1.0,0.001,nan,129
FUN.C.1.AB2,AB,3.0,1.0,0.0,4.0,124.444444444,NA,nan,21
AM.C.1.AB2,AB,3.0,0.0,1.0,0.0,14.0,NA,nan,51
FUN.E.1.AB3,AB,0.0,0.0,0.0,2.0,360.0,0.025,nan,24
INOC.C.4.AB3,AB,8.0,1.0,4.0,0.0,175.0,0.001,nan,14
AM.E.5.AB1,AB,0.0,0.0,133.333333333,8.0,53.3333333333,0.0166666666667,nan,35
FUN.E.5.AB1,AB,0.0,0.0,50.0,16.6666666667,240.0,NA,nan,16
FUN.E.5.AB2,AB,0.0,0.0,50.0,16.6666666667,240.0,0.000333333333333,nan,7
FUN.A.5.AB3,AB,3.0,12.0,0.0,11.1111111111,11.1111111111,NA,nan,12
AM.A.5.X387,AB,0.0,22.0,0.0,53.3333333333,6.0,NA,nan,14
FUN.A.5.AB1,AB,3.0,12.0,0.0,11.1111111111,11.1111111111,NA,nan,6
AM.A.5.X388,AB,0.0,22.0,0.0,53.3333333333,6.0,NA,nan,11
AM.A.5.X389,AB,0.0,22.0,0.0,53.3333333333,6.0,NA,nan,21
AM.C.5.AB3,AB,1.0,8.0,125.0,2.0,10.0,NA,nan,9
INOC.A.5.AB1,AB,12.0,6.0,4.0,3.0,7.0,NA,nan,14
AM.C.5.AB1,AB,1.0,8.0,125.0,2.0,10.0,NA,nan,14
AM.C.5.AB2,AB,1.0,8.0,125.0,2.0,10.0,NA,nan,7
INOC.E.3.AB2,AB,1.0,0.0,8.0,0.0,116.666666667,0.000333333333333,nan,25
INOC.E.3.AB1,AB,1.0,0.0,8.0,0.0,116.666666667,0.0005,nan,19
FUN.C.3.Ab1,AB,0.0,0.0,0.0,4.0,293.333333333,NA,nan,13
AM.E.3.X418,AB,1.0,0.0,6.0,0.0,100.0,NA,nan,10
FUN.C.3.AB3,AB,0.0,0.0,0.0,4.0,293.333333333,0.0005,nan,16
AM.A.1.AB2,AB,20.0,0.0,4.0,2.0,12.0,0.001,nan,17
INOC.C.1.AB1,AB,7.0,0.0,1.0,0.0,70.0,NA,nan,16
INOC.C.1.AB2,AB,7.0,0.0,1.0,0.0,70.0,0.0,nan,10
AM.E.8.AB2,AB,1.0,1.0,1.0,22.2222222222,66.6666666667,0.01,nan,8
INOC.A.6.AB1,AB,8.0,4.0,300.0,0.0,58.3333333333,0.0005,nan,20
INOC.A.8.AB1,AB,9.0,1.0,16.6666666667,0.0,1.0,NA,nan,17
FUN.E.8.AB3,AB,0.0,0.0,3.0,27.7777777778,60.0,0.01,nan,22
INOC.E.1.AB1,AB,0.0,0.0,1760.0,9.0,125.0,0.004,nan,13
AM.C.1.AB3,AB,3.0,0.0,1.0,0.0,14.0,NA,nan,6
FUN.C.1.AB3,AB,3.0,1.0,0.0,4.0,124.444444444,NA,nan,14
FUN.C.5.AB1,AB,15.0,0.0,50.0,7.0,22.2222222222,NA,nan,5
FUN.A.3.AB3,AB,8.0,1.0,6.0,0.0,4.0,NA,nan,4
FUN.C.5.AB3,AB,15.0,0.0,50.0,7.0,22.2222222222,NA,nan,10
INOC.E.5.AB2,AB,0.0,1.0,1800.0,100.0,150.0,NA,nan,5
AM.E.1.X505,AB,1.0,1.0,100.0,0.0,150.0,NA,nan,5
AM.E.1.X507,AB,1.0,1.0,100.0,0.0,150.0,NA,nan,3
INOC.A.3.AB3,AB,11.0,0.0,6.0,0.0,1.0,NA,nan,5
INOC.C.5.AB2,AB,5.0,0.0,3.0,0.0,27.7777777778,NA,nan,8
FUN.E.3.AB2,AB,1.0,1.0,0.0,0.0,210.0,NA,nan,4
INOC.A.5.Ab2,AB,12.0,6.0,4.0,3.0,7.0,NA,nan,5
INOC.C.4.AB1,AB,8.0,1.0,4.0,0.0,175.0,0.001,nan,4
AM.C.3.AB3,AB,7.0,1.0,0.0,0.0,200.0,NA,nan,3
INOC.E.5.AB3,AB,0.0,1.0,1800.0,100.0,150.0,0.0,nan,2
INOC.C.5.AB1,AB,5.0,0.0,3.0,0.0,27.7777777778,NA,nan,10
FUN.C.4.AB2,AB,10.0,0.0,40.0,0.0,133.333333333,0.001,nan,3
FUN.E.3.AB1,AB,1.0,1.0,0.0,0.0,210.0,NA,nan,6
INOC.E.5.AB1,AB,0.0,1.0,1800.0,100.0,150.0,NA,nan,9
INOC.C.5.AB3,AB,5.0,0.0,3.0,0.0,27.7777777778,0.001,nan,7
AM.E.5.X404,AB,0.0,0.0,133.333333333,8.0,53.3333333333,NA,nan,6
FUN.A.3.AB1,AB,8.0,1.0,6.0,0.0,4.0,NA,nan,4
INOC.A.1.AB2,AB,12.0,0.0,0.0,0.0,9.0,NA,nan,5
AM.A.4.AB1,AB,12.0,0.0,0.0,0.0,30.0,NA,nan,6
FUN.A.6.AB3,AB,8.0,6.0,300.0,350.0,100.0,NA,nan,7
FUN.C.4.AB3,AB,10.0,0.0,40.0,0.0,133.333333333,0.0,nan,4
INOC.A.5.AB3,AB,12.0,6.0,4.0,3.0,7.0,NA,nan,9
FUN.A.5.AB2,AB,3.0,12.0,0.0,11.1111111111,11.1111111111,NA,nan,2
AM.C.3.AB2,AB,7.0,1.0,0.0,0.0,200.0,NA,nan,4
FUN.A.1.AB1,AB,12.0,0.0,225.0,0.0,6.0,NA,nan,6
INOC.E.4.AB1,AB,3.0,0.0,960.0,44.4444444444,35.5555555556,NA,nan,3
AM.C.4.AB2,AB,9.0,1.0,400.0,40.0,18.0,NA,nan,4
AM.C.1.AB1,AB,3.0,0.0,1.0,0.0,14.0,NA,nan,5
INOC.E.8.AB3,AB,0.0,3.0,0.0,2.0,100.0,0.01,nan,9
FUN.E.4.AB3,AB,4.0,0.0,373.333333333,175.0,15.0,NA,nan,4
FUN.E.4.AB2,AB,4.0,0.0,373.333333333,175.0,15.0,NA,nan,6
AM.C.4.AB1,AB,9.0,1.0,400.0,40.0,18.0,NA,nan,10
FUN.E.4.AB1,AB,4.0,0.0,373.333333333,175.0,15.0,NA,nan,7
AM.E.4.AB2,AB,3.0,0.0,240.0,83.3333333333,26.0,NA,nan,7
AM.A.4.AB2,AB,12.0,0.0,0.0,0.0,30.0,NA,nan,4
FUN.E.8.AB2,AB,0.0,0.0,3.0,27.7777777778,60.0,0.000333333333333,nan,15
FUN.E.1.AB2,AB,0.0,0.0,0.0,2.0,360.0,0.0,nan,9
INOC.E.8.AB1,AB,0.0,3.0,0.0,2.0,100.0,NA,nan,11
AM.A.6.AB1,AB,5.0,11.0,320.0,1.0,71.1111111111,0.0005,nan,4
FUN.E.8.AB1,AB,0.0,0.0,3.0,27.7777777778,60.0,NA,nan,3
AM.A.6.X441,AB,5.0,11.0,320.0,1.0,71.1111111111,0.0,nan,13
INOC.C.4.AB2,AB,8.0,1.0,4.0,0.0,175.0,0.001,nan,4
FUN.E.1.AB2,AB,0.0,0.0,0.0,2.0,360.0,0.0,nan,9
AM.E.4.AB1,AB,3.0,0.0,240.0,83.3333333333,26.0,NA,nan,5
INOC.E.4.AB2,AB,3.0,0.0,960.0,44.4444444444,35.5555555556,NA,nan,3
INOC.E.8.AB2,AB,0.0,3.0,0.0,2.0,100.0,0.01,nan,8
INOC.C.8.AB2,AB,4.0,8.0,1.0,100.0,3.0,NA,nan,4
AM.E.8.AB1,AB,1.0,1.0,1.0,22.2222222222,66.6666666667,0.0005,nan,2
INOC.E.4.AB3,AB,3.0,0.0,960.0,44.4444444444,35.5555555556,NA,nan,4
FUN.C.8.AB2,AB,16.0,1.0,0.0,0.0,2.0,NA,nan,4
FUN.A.8.AB2,AB,6.0,2.0,2250.0,100.0,8.0,0.000666666666667,nan,31
AM.A.6.X439,AB,5.0,11.0,320.0,1.0,71.1111111111,NA,nan,5
FUN.A.8.AB1,AB,6.0,2.0,2250.0,100.0,8.0,0.01,nan,13
FUN.A.6.AB1,AB,8.0,6.0,300.0,350.0,100.0,NA,nan,4
AM.E.4.X454,AB,3.0,0.0,240.0,83.3333333333,26.0,NA,nan,4
AM.C.6.AB1,AB,1.0,8.0,1000.0,1.0,25.0,NA,nan,5
FUN.A.3.AB2,AB,8.0,1.0,6.0,0.0,4.0,NA,nan,5
INOC.C.3.AB2,AB,7.0,0.0,0.0,0.0,53.3333333333,NA,nan,5
FUN.E.1.AB1,AB,0.0,0.0,0.0,2.0,360.0,0.000333333333333,nan,10
FUN.A.8.AB3,AB,6.0,2.0,2250.0,100.0,8.0,NA,nan,3
INOC.A.8.AB2,AB,9.0,1.0,16.6666666667,0.0,1.0,NA,nan,9
INOC.E.1.AB3,AB,0.0,0.0,1760.0,9.0,125.0,0.000333333333333,nan,6
FUN.C.4.AB1,AB,10.0,0.0,40.0,0.0,133.333333333,NA,nan,4
AM.E.8.X487,AB,1.0,1.0,1.0,22.2222222222,66.6666666667,NA,nan,3
AM.C.8.AB2,AB,2.0,9.0,0.0,700.0,2.0,NA,nan,10
INOC.A.6.AB3,AB,8.0,4.0,300.0,0.0,58.3333333333,0.05,nan,9
INOC.C.8.AB1,AB,4.0,8.0,1.0,100.0,3.0,NA,nan,4
INOC.C.6.AB2,AB,4.0,4.0,1000.0,0.0,150.0,0.0,nan,5
INOC.E.3.AB3,AB,1.0,0.0,8.0,0.0,116.666666667,0.001,nan,3
AM.E.1.AB1,AB,1.0,1.0,100.0,0.0,150.0,0.0055,nan,6
INOC.A.6.AB2,AB,8.0,4.0,300.0,0.0,58.3333333333,NA,nan,3
AM.C.6.AB3,AB,1.0,8.0,1000.0,1.0,25.0,0.00333333333333,nan,7
AM.A.3.X408,AB,9.0,1.0,5.0,2.0,23.3333333333,NA,nan,10
INOC.C.3.AB1,AB,7.0,0.0,0.0,0.0,53.3333333333,NA,nan,6
INOC.A.8.AB3,AB,9.0,1.0,16.6666666667,0.0,1.0,NA,nan,3
INOC.C.3.AB3,AB,7.0,0.0,0.0,0.0,53.3333333333,NA,nan,4
AM.C.6.AB2,AB,1.0,8.0,1000.0,1.0,25.0,0.001,nan,3
FUN.C.8.AB3,AB,16.0,1.0,0.0,0.0,2.0,NA,nan,8
AM.A.1.AB1,AB,20.0,0.0,4.0,2.0,12.0,NA,nan,2
INOC.E.6.AB2,AB,2.0,3.0,240.0,0.0,350.0,0.005,nan,13
FUN.A.6.AB2,AB,8.0,6.0,300.0,350.0,100.0,NA,nan,4
FUN.C.8.AB1,AB,16.0,1.0,0.0,0.0,2.0,NA,nan,2
INOC.C.8.AB3,AB,4.0,8.0,1.0,100.0,3.0,NA,nan,3
AM.C.8.AB1,AB,2.0,9.0,0.0,700.0,2.0,NA,nan,3
FUN.E.5.AB3,AB,0.0,0.0,50.0,16.6666666667,240.0,NA,nan,3
AM.E.3.X419,AB,1.0,0.0,6.0,0.0,100.0,NA,nan,3
AM.E.3.X420,AB,1.0,0.0,6.0,0.0,100.0,NA,nan,4
AM.A.3.X407,AB,9.0,1.0,5.0,2.0,23.3333333333,NA,nan,5
AM.E.5.X398,AB,0.0,0.0,133.333333333,8.0,53.3333333333,NA,nan,13
AM.E.5.X397,AB,0.0,0.0,133.333333333,8.0,53.3333333333,NA,nan,4
FUN.C.3.AB2,AB,0.0,0.0,0.0,4.0,293.333333333,0.0005,nan,2
AM.C.4.AB3,AB,9.0,1.0,400.0,40.0,18.0,NA,nan,7
FUN.A.1.AB3,AB,12.0,0.0,225.0,0.0,6.0,NA,nan,2
AM.C.6.SP3,SP,1.0,8.0,1000.0,1.0,25.0,0.0366666666667,nan,321
FUN.A.6.X206,SP,8.0,6.0,300.0,350.0,100.0,0.004,nan,89
INOC.A.6.SP2,SP,8.0,4.0,300.0,0.0,58.3333333333,0.004,nan,318
INOC.A.6.SP3,SP,8.0,4.0,300.0,0.0,58.3333333333,0.0336666666667,nan,207
FUN.C.6.SP1,SP,5.0,7.0,2400.0,0.0,186.666666667,0.0203333333333,nan,72
FUN.C.6.SP2,SP,5.0,7.0,2400.0,0.0,186.666666667,0.001,nan,204
INOC.E.4.SP1,SP,3.0,0.0,960.0,44.4444444444,35.5555555556,0.0233333333333,nan,383
INOC.C.4.SP1,SP,8.0,1.0,4.0,0.0,175.0,0.004,nan,519
INOC.A.6.SP1,SP,8.0,4.0,300.0,0.0,58.3333333333,0.0366666666667,nan,327
INOC.C.4.SP2,SP,8.0,1.0,4.0,0.0,175.0,0.0233333333333,nan,261
INOC.E.4.SP2,SP,3.0,0.0,960.0,44.4444444444,35.5555555556,0.04,nan,528
INOC.C.4.SP3,SP,8.0,1.0,4.0,0.0,175.0,0.007,nan,185
AM.E.4.SP083,SP,3.0,0.0,240.0,83.3333333333,26.0,NA,nan,2144
FUN.E.4.SP1,SP,4.0,0.0,373.333333333,175.0,15.0,0.01,nan,518
INOC.E.4.X216,SP,3.0,0.0,960.0,44.4444444444,35.5555555556,NA,nan,310
INOC.C.8.SP3,SP,4.0,8.0,1.0,100.0,3.0,0.007,nan,225
FUN.A.3.X196,SP,8.0,1.0,6.0,0.0,4.0,0.0,nan,83
INOC.C.8.SP2,SP,4.0,8.0,1.0,100.0,3.0,0.0173333333333,nan,223
AM.A.3.X201,SP,9.0,1.0,5.0,2.0,23.3333333333,0.001,nan,75
INOC.A.1.X217,SP,12.0,0.0,0.0,0.0,9.0,0.0366666666667,nan,546
AM.A.3.X200,SP,9.0,1.0,5.0,2.0,23.3333333333,0.0366666666667,nan,116
FUN.A.3.X197,SP,8.0,1.0,6.0,0.0,4.0,0.00666666666667,nan,264
AM.C.5.SP1,SP,1.0,8.0,125.0,2.0,10.0,0.004,nan,406
INOC.A.5.SP3,SP,12.0,6.0,4.0,3.0,7.0,0.0203333333333,nan,160
INOC.A.5.SP,SP,12.0,6.0,4.0,3.0,7.0,NA,nan,155
INOC.A.3.X202,SP,11.0,0.0,6.0,0.0,1.0,0.0203333333333,nan,236
INOC.A.5.SP3,SP,12.0,6.0,4.0,3.0,7.0,0.0203333333333,nan,182
INOC.A.4.SP1,SP,12.0,0.0,100.0,4.0,15.0,nan,nan,831
FUN.A.4.SP3,SP,12.0,0.0,266.666666667,4.0,133.333333333,nan,nan,171
AM.C.4.SP2,SP,9.0,1.0,400.0,40.0,18.0,nan,nan,650
INOC.A.4.SP2,SP,12.0,0.0,100.0,4.0,15.0,nan,nan,221
FUN.C.4.SP2,SP,10.0,0.0,40.0,0.0,133.333333333,nan,nan,785
AM.A.4.X476,SP,12.0,0.0,0.0,0.0,30.0,nan,nan,671
FUN.C.4.SP1,SP,10.0,0.0,40.0,0.0,133.333333333,nan,nan,190
FUN.C.5.SP2,SP,15.0,0.0,50.0,7.0,22.2222222222,nan,nan,367
FUN.C.5.SP1,SP,15.0,0.0,50.0,7.0,22.2222222222,nan,nan,146
AM.A.4.SP071,SP,12.0,0.0,0.0,0.0,30.0,nan,nan,150
AM.A.4.X475,SP,12.0,0.0,0.0,0.0,30.0,nan,nan,390
INOC.A.4.SP3,SP,12.0,0.0,100.0,4.0,15.0,nan,nan,314
AM.C.8.SP1,SP,2.0,9.0,0.0,700.0,2.0,nan,nan,287
INOC.E.3.SP2,SP,1.0,0.0,8.0,0.0,116.666666667,nan,nan,436
INOC.C.3.SP1,SP,7.0,0.0,0.0,0.0,53.3333333333,nan,nan,87
INOC.E.6.SP1,SP,2.0,3.0,240.0,0.0,350.0,nan,nan,580
AM.C.3.SP3,SP,7.0,1.0,0.0,0.0,200.0,nan,nan,274
FUN.C.8.SP2,SP,16.0,1.0,0.0,0.0,2.0,nan,nan,169
FUN.A.3.X195,SP,8.0,1.0,6.0,0.0,4.0,nan,nan,196
FUN.C.4.SP3,SP,10.0,0.0,40.0,0.0,133.333333333,nan,nan,210
INOC.E.3.SP1,SP,1.0,0.0,8.0,0.0,116.666666667,nan,nan,196
INOC.C.6.SP1,SP,4.0,4.0,1000.0,0.0,150.0,nan,nan,375
FUN.A.8.SP1,SP,6.0,2.0,2250.0,100.0,8.0,nan,nan,210
INOC.C.6.SP3,SP,4.0,4.0,1000.0,0.0,150.0,nan,nan,331
FUN.A.8.SP3,SP,6.0,2.0,2250.0,100.0,8.0,nan,nan,241
INOC.A.8.SP1,SP,9.0,1.0,16.6666666667,0.0,1.0,nan,nan,250
FUN.A.8.SP2,SP,6.0,2.0,2250.0,100.0,8.0,nan,nan,274
AM.A.1.X220,SP,20.0,0.0,4.0,2.0,12.0,nan,nan,174
AM.A.1.X504,SP,20.0,0.0,4.0,2.0,12.0,nan,nan,190
INOC.C.1.SP3,SP,7.0,0.0,1.0,0.0,70.0,nan,nan,225
AM.A.6.X450,SP,5.0,11.0,320.0,1.0,71.1111111111,nan,nan,348
AM.C.4.SP1,SP,9.0,1.0,400.0,40.0,18.0,nan,nan,334
INOC.C.6.SP2,SP,4.0,4.0,1000.0,0.0,150.0,nan,nan,167
FUN.A.6.X205,SP,8.0,6.0,300.0,350.0,100.0,nan,nan,350
AM.A.6.X451,SP,5.0,11.0,320.0,1.0,71.1111111111,nan,nan,350
FUN.A.6.X204,SP,8.0,6.0,300.0,350.0,100.0,nan,nan,474
FUN.E.3.SP1,SP,1.0,1.0,0.0,0.0,210.0,nan,nan,297
AM.E.3.X213,SP,1.0,0.0,6.0,0.0,100.0,nan,nan,449
INOC.C.3.SP3,SP,7.0,0.0,0.0,0.0,53.3333333333,nan,nan,408
FUN.E.4.SP3,SP,4.0,0.0,373.333333333,175.0,15.0,nan,nan,152
FUN.E.4.SP2,SP,4.0,0.0,373.333333333,175.0,15.0,nan,nan,103
AM.C.3.SP2,SP,7.0,1.0,0.0,0.0,200.0,nan,nan,63
AM.C.3.SP1,SP,7.0,1.0,0.0,0.0,200.0,nan,nan,191
INOC.C.1.SP2,SP,7.0,0.0,1.0,0.0,70.0,nan,nan,378
INOC.C.1.SP1,SP,7.0,0.0,1.0,0.0,70.0,nan,nan,196
AM.C.4.SP3,SP,9.0,1.0,400.0,40.0,18.0,nan,nan,578
AM.A.3.X199,SP,9.0,1.0,5.0,2.0,23.3333333333,nan,nan,538
