"plant.ID","Species","SP.adult","EG.adult","BH","BD","Avena","mean.dam","area","Seed.estimate"
84.0.X799,BD,1.0,5.0,35.5555555556,8.0,20.0,0.0,nan,13
82.0.X736,BD,1.0,1.0,15.0,0.0,50.0,NA,nan,6
160.0.X1345,BD,1.0,1.0,16.6666666667,2.0,8.33333333333,NA,nan,17
17.0.X1540,BH,0.5,0.5,9.0,3.0,11.1111111111,0.004,nan,17
200.0.X1642,BH,1.0,1.0,11.0,0.0,31.1111111111,0.0,nan,20
111.0.X1131,BH,1.0,1.0,9.0,11.1111111111,38.8888888889,0.0,nan,10
199.0.X1634,BH,4.0,0.0,0.0,10.0,8.0,NA,nan,24
112.0.X982,BH,1.0,1.0,1235.0,1.0,66.1111111111,0.0,nan,54
41.0.X1723,BH,8.0,1.0,8.0,0.0,33.3333333333,0.0005,nan,16
117.0.X1015,BH,2.0,3.0,12.0,4.0,10.0,0.000666666666667,nan,373
19.0.X1551,BH,0.5,0.5,11.5,1.0,10.0,0.0,nan,86
124.0.X1062,BH,1.0,1.0,420.0,2.0,22.2222222222,NA,nan,36
12.0.X1485,BH,0.5,0.5,10.5,7.0,2.22222222222,0.001,nan,25
13.0.X1491,BH,0.5,0.5,17.5,0.5,2.22222222222,0.0,nan,792
55.0.X597,BH,2.0,1.0,50.0,3.0,11.1111111111,0.00666666666667,nan,32
5.0.X544,BH,1.0,0.0,40.0,2.0,5.0,0.00333333333333,nan,29
194.0.X1605,BH,1.0,1.0,10.0,66.6666666667,11.0,0.0,nan,54
186.0.X1594,BH,1.0,1.0,12.0,0.0,3.0,0.0,nan,17
183.0.X1572,BH,1.0,1.0,12.0,1.0,23.3333333333,NA,nan,6
193.0.X1601,BH,1.0,1.0,2790.0,0.0,26.6666666667,NA,nan,36
220.0.X1757,BH,0.0,0.0,8.0,0.0,53.3333333333,NA,nan,19
185.0.X1586,BH,1.0,2.0,21.0,1.0,7.0,0.0,nan,26
49.0.X810,BH,3.0,1.0,46.6666666667,6.0,8.33333333333,0.0,nan,25
184.0.X1577,BH,3.0,1.0,10.0,240.0,5.0,0.0,nan,19
29.0.X1850,BH,0.5,0.0,3.0,0.5,8.88888888889,0.0,nan,18
192.0.X1596,BH,1.0,0.0,2185.0,1.0,19.0,NA,nan,95
45.0.X1472,BH,6.0,0.0,24.0,1.0,9.0,NA,nan,72
224.0.X157,BH,1.0,1.0,2550.0,0.0,26.6666666667,NA,nan,11
182.0.X765,BH,1.0,1.0,1995.0,1.0,14.0,NA,nan,51
234.0.X1805,BH,1.0,0.0,8.0,3.0,18.0,NA,nan,14
197.0.X1664,BH,1.0,1.0,8.0,0.0,40.0,NA,nan,7
30.0.X1854,BH,0.5,0.0,4.0,0.0,44.4444444444,0.0,nan,53
177.0.X1529,BH,1.0,1.0,17.0,5.0,45.0,0.01,nan,60
65.0.X631,BH,1.0,1.0,6.0,0.0,31.1111111111,0.000333333333333,nan,74
229.0.X1777,BH,1.0,1.0,1600.0,1.0,20.0,NA,nan,50
26.0.X1866,BH,0.5,0.5,15.0,0.5,33.3333333333,0.005,nan,58
240.0.X586,BH,6.0,1.0,12.0,8.0,50.0,0.0,nan,33
119.0.X1027,BH,3.0,1.0,90.0,4.0,7.0,0.0,nan,77
53.0.X1816,BH,1.0,1.0,10.0,0.0,8.0,NA,nan,166
158.0.X1330,BH,1.0,0.0,24.0,2.0,7.0,0.0005,nan,342
51.0.X1238,BH,5.0,1.0,26.6666666667,4.0,8.0,0.00333333333333,nan,43
122.0.X1050,BH,1.0,1.0,16.6666666667,13.3333333333,16.6666666667,0.0,nan,69
63.0.X617,BH,1.0,1.0,3.0,7.0,17.0,0.000333333333333,nan,53
106.0.X973,BH,1.0,0.0,18.0,61.1111111111,20.0,0.0,nan,26
123.0.X1058,BH,1.0,1.0,990.0,3.0,17.7777777778,0.0,nan,46
101.0.X939,BH,1.0,8.0,33.3333333333,11.0,3.0,0.0,nan,23
103.0.X948,BH,2.0,1.0,840.0,80.0,16.6666666667,0.000333333333333,nan,53
102.0.X944,BH,1.0,1.0,44.4444444444,124.444444444,46.6666666667,0.000333333333333,nan,148
172.0.X1459,BH,1.0,1.0,10.0,3.0,9.0,0.0,nan,24
14.0.X1459,BH,0.5,0.5,8.88888888889,0.5,5.55555555556,0.0,nan,27
105.0.X971,BH,0.0,1.0,19.0,2.0,23.3333333333,0.0,nan,46
28.0.X1843,BH,0.0,0.5,2.0,2.0,11.1111111111,NA,nan,88
104.0.X963,BH,2.0,1.0,30.0,1.0,0.0,0.000333333333333,nan,119
31.0.X955,BH,12.0,1.0,25.0,1.0,16.6666666667,0.001,nan,44
99.0.X930,BH,1.0,1.0,9.0,26.6666666667,70.0,NA,nan,42
215.0.X1741,BH,1.0,1.0,19.0,1.0,4.0,0.0,nan,46
25.0.X1878,BH,0.0,0.0,5.5,1.0,41.6666666667,0.0,nan,30
170.0.X1394,BH,1.0,1.0,14.0,2.0,2.0,NA,nan,94
100.0.X935,BH,6.0,1.0,560.0,38.8888888889,27.7777777778,0.0005,nan,34
175.0.X1447,BH,1.0,2.0,18.0,3.0,5.0,0.0055,nan,125
173.0.X1458,BH,1.0,1.0,5.0,630.0,13.8888888889,NA,nan,14
157.0.X1278,BH,1.0,5.0,22.0,8.0,12.0,NA,nan,98
96.0.X912,BH,3.0,1.0,11.0,4.0,10.0,NA,nan,35
181.0.X1517,BH,1.0,1.0,1.0,6.0,22.2222222222,NA,nan,24
21.0.X1528,BH,0.5,0.5,40.0,3.0,7.77777777778,0.0,nan,36
176.0.X1442,BH,1.0,7.0,24.0,4.0,20.0,0.0,nan,39
131.0.X1145,BH,6.0,1.0,17.0,7.0,17.7777777778,NA,nan,103
97.0.X918,BH,1.0,1.0,17.0,70.0,110.0,0.0,nan,11
98.0.X926,BH,1.0,1.0,14.0,2.0,47.2222222222,0.0,nan,4
196.0.X1656,BH,1.0,0.0,1020.0,3.0,26.6666666667,NA,nan,104
95.0.X903,BH,1.0,1.0,13.0,4.0,5.0,NA,nan,46
129.0.X1135,BH,2.0,1.0,11.0,1.0,6.0,NA,nan,168
23.0.X1827,BH,0.5,0.5,10.5,0.5,41.6666666667,NA,nan,148
24.0.X1875,BH,0.0,0.5,7.5,0.5,16.6666666667,0.0,nan,4
27.0.X1836,BH,0.5,0.5,3.5,0.5,22.2222222222,0.00366666666667,nan,210
94.0.X901,BH,1.0,0.0,18.0,4.0,22.2222222222,0.0,nan,22
195.0.X1652,BH,1.0,6.0,10.0,1.0,17.7777777778,NA,nan,23
93.0.X897,BH,0.0,2.0,60.0,5.0,9.0,0.000333333333333,nan,25
107.0.X1099,BH,1.0,1.0,120.0,1.0,1.0,0.0005,nan,26
83.0.X789,BH,1.0,1.0,16.0,3.0,17.7777777778,0.0,nan,44
92.0.X892,BH,1.0,2.0,640.0,2.0,5.0,0.0005,nan,55
32.0.X1123,BH,8.0,1.0,12.0,8.0,13.0,0.0833333333333,nan,1
50.0.X1119,BH,1.0,0.0,16.0,3.0,11.1111111111,0.001,nan,19
108.0.X1104,BH,1.0,1.0,53.3333333333,6.0,17.7777777778,0.000666666666667,nan,64
45.0.X1473,BH,6.0,0.0,24.0,1.0,9.0,0.0005,nan,128
88.0.X864,BH,1.0,0.0,40.0,5.0,8.0,0.000333333333333,nan,215
87.0.X828,BH,1.0,7.0,120.0,1.0,7.0,0.004,nan,59
85.0.X801,BH,1.0,2.0,73.8888888889,4.0,16.0,0.0005,nan,37
149.0.X1289,BH,1.0,2.0,9.0,1.0,7.0,0.01,nan,129
110.0.X1111,BH,1.0,1.0,88.8888888889,1.0,126.666666667,0.0,nan,140
109.0.X1110,BH,1.0,1.0,22.2222222222,1.0,8.0,0.0,nan,25
89.0.X858,BH,2.0,1.0,300.0,6.0,2.0,NA,nan,10
77.0.X704,BH,1.0,1.0,50.0,1.0,5.0,0.0,nan,27
202.0.X1693,BH,1.0,0.0,7.0,1.0,1.0,0.001,nan,417
37.0.X815,BH,7.0,1.0,6.0,5.0,4.0,0.0,nan,1432
189.0.X1620,BH,1.0,1.0,13.0,3.0,10.0,0.0,nan,34
16.0.X1531,BH,0.5,0.0,5.5,0.5,3.5,0.0,nan,20
162.0.X1353,BH,1.0,6.0,32.0,2.0,12.0,0.0005,nan,60
127.0.X1079,BH,1.0,1.0,12.0,1.0,16.6666666667,0.0,nan,79
167.0.X1381,BH,1.0,1.0,9.0,4.0,30.0,NA,nan,9
91.0.X886,BH,1.0,1.0,12.0,5.0,25.0,NA,nan,270
90.0.X879,BH,1.0,1.0,83.3333333333,1.0,14.0,0.0,nan,26
147.0.X1301,BH,1.0,1.0,6.0,6.0,25.0,0.0,nan,17
130.0.X1155,BH,2.0,7.0,9.0,2.0,8.88888888889,0.00333333333333,nan,41
126.0.X1076,BH,1.0,0.0,420.0,1.0,13.3333333333,NA,nan,33
165.0.X1366,BH,1.0,1.0,10.0,5.0,10.0,0.0,nan,50
128.0.X1085,BH,1.0,1.0,6.0,0.0,13.3333333333,0.0,nan,16
57.0.X1158,BH,0.0,1.0,55.5555555556,7.0,8.88888888889,0.0,nan,50
75.0.X694,BH,1.0,1.0,380.0,1.0,4.0,0.0005,nan,39
150.0.X1267,BH,1.0,1.0,15.0,1.0,11.1111111111,0.001,nan,70
151.0.X1273,BH,1.0,1.0,14.0,9.0,8.0,0.0,nan,53
68.0.X694,BH,1.0,1.0,1330.0,2.0,13.0,0.0005,nan,79
22.0.X1523,BH,0.5,0.0,15.0,0.5,5.55555555556,0.0,nan,55
87.0.X826,BH,1.0,7.0,120.0,1.0,7.0,0.0,nan,5
171.0.X1433,BH,1.0,1.0,990.0,1.0,17.7777777778,NA,nan,93
81.0.X729,BH,1.0,1.0,960.0,0.0,38.8888888889,0.001,nan,15
155.0.X1321,BH,1.0,0.0,12.0,50.0,14.0,NA,nan,32
149.0.X1284,BH,1.0,2.0,9.0,1.0,7.0,0.0,nan,6
163.0.X1400,BH,1.0,1.0,13.8888888889,1.0,20.0,0.0,nan,6
169.0.X1392,BH,1.0,1.0,7.0,1.0,46.6666666667,0.0,nan,13
152.0.X1362,BH,1.0,8.0,16.0,8.0,16.0,0.0,nan,43
133.0.X1176,BH,1.0,1.0,12.0,12.0,35.5555555556,0.0,nan,26
164.0.X1416,BH,2.0,1.0,33.3333333333,2.0,6.0,0.0,nan,47
59.0.X1335,BH,4.0,0.0,16.6666666667,5.0,22.2222222222,0.00333333333333,nan,13
120.0.X1035,BH,2.0,1.0,25.0,5.0,8.88888888889,0.0,nan,14
6.0.X1007,BH,2.0,0.0,13.3333333333,0.5,6.66666666667,0.0,nan,25
131.0.X1040,BH,6.0,1.0,17.0,7.0,17.7777777778,0.0,nan,13
116.0.X749,BH,1.0,1.0,900.0,4.0,22.0,0.0,nan,22
131.0.X1144,BH,6.0,1.0,17.0,7.0,17.7777777778,0.0,nan,34
79.0.X717,BH,1.0,1.0,10.0,1.0,11.0,0.0,nan,5
118.0.X1023,BH,2.0,1.0,35.0,3.0,14.0,0.0,nan,23
86.0.X821,BH,1.0,1.0,80.0,1.0,14.0,0.0,nan,18
82.0.X733,BH,1.0,1.0,15.0,0.0,50.0,0.0,nan,16
84.0.X795,BH,1.0,5.0,35.5555555556,8.0,20.0,0.0,nan,10
67.0.X641,BH,1.0,6.0,21.0,2.0,12.0,0.0,nan,34
64.0.X625,BH,0.0,1.0,2.0,0.0,31.1111111111,0.0,nan,7
39.0.X1163,BH,8.0,0.0,21.0,1.0,14.0,0.0,nan,35
72.0.X673,BH,1.0,1.0,4.0,1.0,8.0,0.0,nan,102
70.0.X658,BH,1.0,0.0,40.0,1.0,9.0,0.0,nan,8
71.0.X668,BH,2.0,1.0,180.0,0.0,10.0,0.0,nan,54
139.0.X1217,BH,1.0,0.0,16.0,2.0,10.0,NA,nan,50
44.0.X1148,BH,5.0,0.0,27.0,0.0,17.0,0.000333333333333,nan,63
179.0.X1427,BH,1.0,0.0,5.0,1.0,25.0,0.001,nan,107
147.0.X1296,BH,1.0,1.0,6.0,6.0,25.0,NA,nan,36
20.0.X1558,BH,0.5,0.5,75.0,0.5,13.3333333333,0.0,nan,22
178.0.X762,BH,1.0,1.0,2375.0,1.0,97.7777777778,NA,nan,24
58.0.X1209,BH,1.0,1.0,24.0,1.0,7.0,NA,nan,17
160.0.X1344,BH,1.0,1.0,16.6666666667,2.0,8.33333333333,NA,nan,152
125.0.X1069,BH,1.0,5.0,20.0,0.0,10.0,0.0005,nan,34
163.0.X1404,BH,1.0,1.0,13.8888888889,1.0,20.0,NA,nan,5
159.0.X1340,BH,1.0,1.0,15.0,46.6666666667,10.0,0.0,nan,91
114.0.X994,BH,8.0,1.0,35.5555555556,10.0,13.3333333333,0.0,nan,38
135.0.X1188,BH,1.0,1.0,17.0,1.0,41.6666666667,NA,nan,110
201.0.X1683,BH,1.0,5.0,17.0,1.0,1.0,NA,nan,27
58.0.X1213,BH,1.0,1.0,24.0,1.0,7.0,0.0,nan,100
140.0.X1223,BH,0.0,2.0,22.2222222222,1.0,7.0,0.0,nan,39
61.0.X606,BH,1.0,9.0,14.0,3.0,7.0,0.000666666666667,nan,45
166.0.X1372,BH,1.0,1.0,14.0,12.0,8.0,0.000666666666667,nan,334
113.0.X986,BH,3.0,1.0,33.3333333333,22.2222222222,26.6666666667,0.000666666666667,nan,132
115.0.X997,BH,5.0,1.0,22.2222222222,60.0,13.0,0.0,nan,96
136.0.X260,BH,1.0,1.0,1140.0,0.0,10.0,NA,nan,42
18.0.X1547,BH,0.5,0.5,4.44444444444,0.5,8.88888888889,0.000333333333333,nan,174
66.0.X636,BH,2.0,4.0,13.3333333333,1.0,9.0,0.000333333333333,nan,123
170.0.X1394,BH,1.0,1.0,14.0,2.0,2.0,NA,nan,9
168.0.X1385,BH,0.0,1.0,630.0,0.0,7.0,NA,nan,61
148.0.X1293,BH,1.0,1.0,1615.0,0.0,33.3333333333,NA,nan,67
38.0.X1169,BH,8.0,1.0,27.0,1.0,11.0,0.007,nan,168
142.0.X1234,BH,0.0,1.0,60.0,8.0,10.0,0.001,nan,89
143.0.X1242,BH,1.0,0.0,120.0,5.0,33.3333333333,NA,nan,44
154.0.X1257,BH,1.0,1.0,4.0,450.0,40.0,NA,nan,56
43.0.X852,BH,7.0,0.0,75.0,17.0,10.0,0.0,nan,30
134.0.X1185,BH,1.0,3.0,23.0,3.0,6.0,0.0,nan,48
74.0.X784,BH,1.0,1.0,3.0,3.0,17.0,0.0,nan,31
129.0.X1090,BH,2.0,1.0,11.0,1.0,6.0,0.000333333333333,nan,117
132.0.X1141,BH,1.0,1.0,35.5555555556,2.0,40.0,NA,nan,31
76.0.X698,BH,3.0,1.0,16.6666666667,1.0,3.0,0.000333333333333,nan,53
156.0.X1281,BH,1.0,8.0,12.0,4.0,15.0,0.000333333333333,nan,199
87.0.X1608,BH,1.0,7.0,120.0,1.0,7.0,NA,nan,118
157.0.X1277,BH,1.0,5.0,22.0,8.0,12.0,0.0,nan,125
141.0.X1230,BH,4.0,1.0,225.0,8.0,5.0,NA,nan,63
77.0.X703,BH,1.0,1.0,50.0,1.0,5.0,0.001,nan,31
146.0.X1305,BH,1.0,1.0,60.0,3.0,66.6666666667,NA,nan,49
141.0.X1227,BH,4.0,1.0,225.0,8.0,5.0,0.001,nan,61
140.0.X1626,BH,0.0,2.0,22.2222222222,1.0,7.0,0.0,nan,93
62.0.X613,BH,1.0,0.0,7.77777777778,7.0,26.6666666667,0.000333333333333,nan,59
72.0.X672,BH,1.0,1.0,4.0,1.0,8.0,0.001,nan,32
145.0.X1313,BH,1.0,1.0,17.7777777778,5.0,7.0,0.000333333333333,nan,170
138.0.X268,BH,1.0,0.0,2470.0,2.0,14.0,NA,nan,17
63.0.X615,BH,1.0,1.0,3.0,7.0,17.0,0.0005,nan,50
188.0.X1615,BH,1.0,1.0,10.0,5.0,0.0,0.000333333333333,nan,119
80.0.X726,BH,2.0,1.0,31.1111111111,0.0,6.66666666667,NA,nan,43
61.0.X605,BH,1.0,9.0,14.0,3.0,7.0,0.0005,nan,51
144.0.X1318,BH,1.0,0.0,125.0,2.0,11.0,NA,nan,22
126.0.X1075,BH,1.0,0.0,420.0,1.0,13.3333333333,NA,nan,24
78.0.X710,BH,1.0,0.0,16.6666666667,0.0,17.7777777778,0.000333333333333,nan,31
15.0.X1504,BH,0.5,0.5,8.0,0.5,6.0,0.0,nan,52
191.0.X1629,BH,1.0,1.0,420.0,240.0,7.0,NA,nan,74
178.0.X1430,BH,1.0,1.0,2375.0,1.0,97.7777777778,NA,nan,19
132.0.X1140,BH,1.0,1.0,35.5555555556,2.0,40.0,0.0,nan,29
67.0.X640,BH,1.0,6.0,21.0,2.0,12.0,0.000333333333333,nan,15
62.0.X612,BH,1.0,0.0,7.77777777778,7.0,26.6666666667,0.0005,nan,40
137.0.X1200,BH,1.0,8.0,40.0,7.0,11.0,NA,nan,189
140.0.X1222,BH,0.0,2.0,22.2222222222,1.0,7.0,NA,nan,67
125.0.X1134,BH,1.0,5.0,20.0,0.0,10.0,NA,nan,67
156.0.X1326,BH,1.0,8.0,12.0,4.0,15.0,NA,nan,6
153.0.X1252,BH,1.0,8.0,14.0,3.0,8.0,0.0203333333333,nan,121
174.0.X1421,BH,1.0,1.0,20.0,1.0,8.0,0.0,nan,113
180.0.X1480,BH,1.0,1.0,450.0,14.0,7.0,NA,nan,10
161.0.X1349,BH,1.0,1.0,77.7777777778,0.0,11.0,NA,nan,173
146.0.X1304,BH,1.0,1.0,60.0,3.0,66.6666666667,0.00333333333333,nan,43
162.0.X1354,BH,1.0,6.0,32.0,2.0,12.0,0.0,nan,113
144.0.X1319,BH,1.0,0.0,125.0,2.0,11.0,0.0,nan,118
78.0.X711,BH,1.0,0.0,16.6666666667,0.0,17.7777777778,0.0005,nan,46
69.0.X655,BH,1.0,1.0,450.0,1.0,35.5555555556,NA,nan,88
159.0.X1330,BH,1.0,1.0,15.0,46.6666666667,10.0,0.0005,nan,36
167.0.X1382,BH,1.0,1.0,9.0,4.0,30.0,0.007,nan,25
199.0.X1374,EG,4.0,0.0,0.0,10.0,8.0,0.0,nan,170
72.0.X675,EG,1.0,1.0,4.0,1.0,8.0,0.007,nan,54
80.0.X724,EG,2.0,1.0,31.1111111111,0.0,6.66666666667,0.001,7.14712328692,23
64.0.X627,EG,0.0,1.0,2.0,0.0,31.1111111111,0.00333333333333,nan,133
73.0.X783,EG,1.0,1.0,17.0,4.0,18.0,0.000666666666667,6.28318530718,179
124.0.X1133,EG,1.0,1.0,420.0,2.0,22.2222222222,0.000333333333333,3.14159265359,31
150.0.X1266,EG,1.0,1.0,15.0,1.0,11.1111111111,0.001,21.2057504117,81
164.0.X1417,EG,2.0,1.0,33.3333333333,2.0,6.0,0.00366666666667,nan,38
44.0.X1144,EG,5.0,0.0,27.0,0.0,17.0,0.0,nan,34
152.0.X078,EG,1.0,8.0,16.0,8.0,16.0,0.007,20.0276531666,73
125.0.X1066,EG,1.0,5.0,20.0,0.0,10.0,0.0173333333333,22.4623874732,157
134.0.X1180,EG,1.0,3.0,23.0,3.0,6.0,0.004,37.3849525777,491
167.0.X1376,EG,1.0,1.0,9.0,4.0,30.0,0.000666666666667,7.53982236862,10
82.0.X735,EG,1.0,1.0,15.0,0.0,50.0,0.00666666666667,13.8230076758,24
51.0.X1236,EG,5.0,1.0,26.6666666667,4.0,8.0,0.00366666666667,nan,43
74.0.X787,EG,1.0,1.0,3.0,3.0,17.0,0.183666666667,9.81747704247,28
86.0.X824,EG,1.0,1.0,80.0,1.0,14.0,0.000666666666667,8.95353906273,37
76.0.X701,EG,3.0,1.0,16.6666666667,1.0,3.0,0.007,nan,51
165.0.X1365,EG,1.0,1.0,10.0,5.0,10.0,0.000333333333333,nan,60
169.0.X1391,EG,1.0,1.0,7.0,1.0,46.6666666667,0.0,19.6349540849,87
154.0.X1256,EG,1.0,1.0,4.0,450.0,40.0,0.000333333333333,20.8523212382,175
127.0.X1080,EG,1.0,1.0,12.0,1.0,16.6666666667,0.007,34.5575191895,204
156.0.X127,EG,1.0,8.0,12.0,4.0,15.0,0.004,nan,274
57.0.X1157,EG,0.0,1.0,55.5555555556,7.0,8.88888888889,0.0,24.1902634326,374
39.0.X1161,EG,8.0,0.0,21.0,1.0,14.0,0.00666666666667,24.504422698,238
129.0.X1093,EG,2.0,1.0,11.0,1.0,6.0,0.00666666666667,10.9955742876,462
148.0.X1297,EG,1.0,1.0,1615.0,0.0,33.3333333333,0.007,21.5984494934,159
174.0.X1423,EG,1.0,1.0,20.0,1.0,8.0,0.00366666666667,16.4933614313,214
149.0.X1287,EG,1.0,2.0,9.0,1.0,7.0,0.0233333333333,22.0382724649,479
66.0.X639,EG,2.0,4.0,13.3333333333,1.0,9.0,0.007,8.79645943005,792
157.0.X1276,EG,1.0,5.0,22.0,8.0,12.0,0.004,46.1814120078,433
135.0.X1190,EG,1.0,1.0,17.0,1.0,41.6666666667,0.000333333333333,3.92699081699,78
122.0.X1047,EG,1.0,1.0,16.6666666667,13.3333333333,16.6666666667,0.001,11.7495565244,104
119.0.X11030,EG,3.0,1.0,90.0,4.0,7.0,NA,nan,205
115.0.X999,EG,5.0,1.0,22.2222222222,60.0,13.0,0.00366666666667,5.89048622548,326
121.0.X1044,EG,1.0,1.0,250.0,26.6666666667,13.3333333333,0.00366666666667,nan,659
102.0.X947,EG,1.0,1.0,44.4444444444,124.444444444,46.6666666667,0.000666666666667,nan,33
104.0.X962,EG,2.0,1.0,30.0,1.0,0.0,0.0336666666667,0.785398163397,205
103.0.X953,EG,2.0,1.0,840.0,80.0,16.6666666667,NA,nan,13
19.0.X1556,EG,0.5,0.5,11.5,1.0,10.0,0.00366666666667,nan,52
20.0.X1562,EG,0.5,0.5,75.0,0.5,13.3333333333,0.001,nan,132
31.0.X959,EG,12.0,1.0,25.0,1.0,16.6666666667,0.0336666666667,nan,103
187.0.X1644,EG,1.0,1.0,12.0,66.1111111111,5.0,0.000666666666667,4.71238898038,96
191.0.X1632,EG,1.0,1.0,420.0,240.0,7.0,0.02,5.10508806208,43
93.0.X895,EG,0.0,2.0,60.0,5.0,9.0,0.00366666666667,nan,92
116.0.X1011,EG,1.0,1.0,900.0,4.0,22.0,0.00366666666667,3.14159265359,50
17.0.X1540,EG,0.5,0.5,9.0,3.0,11.1111111111,0.004,nan,170
200.0.X1639,EG,1.0,1.0,11.0,0.0,31.1111111111,0.001,nan,36
114.0.X993,EG,8.0,1.0,35.5555555556,10.0,13.3333333333,0.000666666666667,10.9955742876,219
105.0.X967,EG,0.0,1.0,19.0,2.0,23.3333333333,0.01,nan,925
101.0.X942,EG,1.0,8.0,33.3333333333,11.0,3.0,0.0866666666667,13.1946891451,26
101.0.X008,EG,1.0,8.0,33.3333333333,11.0,3.0,0.01,25.5254403104,778
120.0.X1033,EG,2.0,1.0,25.0,5.0,8.88888888889,0.0,10.1316363078,224
201.0.X1685,EG,1.0,5.0,17.0,1.0,1.0,0.001,nan,57
92.0.X887,EG,1.0,2.0,640.0,2.0,5.0,0.000333333333333,36.756634047,407
32.0.X1127,EG,8.0,1.0,12.0,8.0,13.0,0.000666666666667,14.1371669412,159
204.0.X1670,EG,1.0,1.0,10.0,6.0,3.0,0.004,nan,31
204.0.X1671,EG,1.0,1.0,10.0,6.0,3.0,0.0203333333333,3.84845100065,129
207.0.X1678,EG,1.0,1.0,13.0,1.0,11.0,0.0203333333333,nan,131
123.0.X1059,EG,1.0,1.0,990.0,3.0,17.7777777778,0.0336666666667,nan,4
95.0.X906,EG,1.0,1.0,13.0,4.0,5.0,0.001,nan,175
117.0.X1018,EG,2.0,3.0,12.0,4.0,10.0,0.00333333333333,15.9043128088,181
99.0.X929,EG,1.0,1.0,9.0,26.6666666667,70.0,0.007,nan,113
97.0.X915,EG,1.0,1.0,17.0,70.0,110.0,0.0166666666667,nan,89
98.0.X925,EG,1.0,1.0,14.0,2.0,47.2222222222,0.01,nan,7
117.0.X1018,EG,2.0,3.0,12.0,4.0,10.0,0.00333333333333,15.9043128088,181
96.0.X911,EG,3.0,1.0,11.0,4.0,10.0,0.000333333333333,nan,36
50.0.X1120,EG,1.0,0.0,16.0,3.0,11.1111111111,0.004,16.4933614313,20
56.0.X1006,EG,5.0,1.0,22.2222222222,8.0,8.33333333333,0.02,nan,336
229.0.X1759,EG,1.0,1.0,1600.0,1.0,20.0,0.000333333333333,13.4695785023,103
239.0.X1865,EG,2.0,1.0,46.6666666667,0.0,53.3333333333,0.004,nan,33
170.0.X1407,EG,1.0,1.0,14.0,2.0,2.0,0.017,14.1371669412,213
219.0.X1752,EG,0.0,1.0,10.0,1.0,21.0,0.000333333333333,2.35619449019,62
107.0.X979,EG,1.0,1.0,120.0,1.0,1.0,0.00366666666667,22.2660379323,124
171.0.X1468,EG,1.0,1.0,990.0,1.0,17.7777777778,0.001,3.45575191895,99
172.0.X1462,EG,1.0,1.0,10.0,3.0,9.0,0.004,nan,7
91.0.X884,EG,1.0,1.0,12.0,5.0,25.0,0.01,19.7920337176,411
90.0.X881,EG,1.0,1.0,83.3333333333,1.0,14.0,0.000666666666667,nan,18
108.0.X1103,EG,1.0,1.0,53.3333333333,6.0,17.7777777778,0.004,35.3429173529,74
226.0.X1794,EG,1.0,1.0,5.0,6.0,26.6666666667,0.0203333333333,15.1738925168,220
69.0.X656,EG,1.0,1.0,450.0,1.0,35.5555555556,0.000666666666667,25.5254403104,242
109.0.X1105,EG,1.0,1.0,22.2222222222,1.0,8.0,0.001,70.6858347058,728
58.0.X1212,EG,1.0,1.0,24.0,1.0,7.0,0.004,19.1322992604,135
186.0.X1593,EG,1.0,1.0,12.0,0.0,3.0,0.0,5.89048622548,10
27.0.X1834,EG,0.5,0.5,3.5,0.5,22.2222222222,0.007,nan,65
184.0.X1578,EG,3.0,1.0,10.0,240.0,5.0,0.0503333333333,22.8707945181,315
136.0.X1196,EG,1.0,1.0,1140.0,0.0,10.0,0.001,nan,26
185.0.X1585,EG,1.0,2.0,21.0,1.0,7.0,0.034,10.9955742876,304
195.0.X1650,EG,1.0,6.0,10.0,1.0,17.7777777778,0.000666666666667,24.3473430653,98
47.0.X1819,EG,6.0,1.0,0.0,0.0,5.0,0.0533333333333,nan,57
24.0.X1872,EG,0.0,0.5,7.5,0.5,16.6666666667,0.0203333333333,nan,64
238.0.X160,EG,1.0,10.0,13.0,5.0,11.0,0.000333333333333,15.9278747537,374
143.0.X1247,EG,1.0,0.0,120.0,5.0,33.3333333333,0.000666666666667,23.5619449019,122
37.0.X818,EG,7.0,1.0,6.0,5.0,4.0,0.004,nan,18
194.0.X1645,EG,1.0,1.0,10.0,66.6666666667,11.0,0.00333333333333,4.71238898038,153
215.0.X1740,EG,1.0,1.0,19.0,1.0,4.0,0.000666666666667,0.863937979737,58
216.0.X1746,EG,1.0,1.0,2.0,0.0,4.0,0.004,nan,81
227.0.X1797,EG,1.0,1.0,2480.0,0.0,10.0,0.004,nan,243
63.0.X621,EG,1.0,1.0,3.0,7.0,17.0,0.004,nan,215
65.0.X632,EG,1.0,1.0,6.0,0.0,31.1111111111,0.000666666666667,45.5530934771,259
28.0.X1845,EG,0.0,0.5,2.0,2.0,11.1111111111,0.001,nan,213
214.0.X1734,EG,1.0,1.0,1280.0,0.0,11.6666666667,0.0,nan,89
228.0.X1801,EG,1.0,3.0,11.0,3.0,10.0,0.000666666666667,nan,170
159.0.X1338,EG,1.0,1.0,15.0,46.6666666667,10.0,0.001,23.7582944428,833
60.0.X1695,EG,2.0,1.0,9.0,0.0,8.0,0.001,nan,49
38.0.X1168,EG,8.0,1.0,27.0,1.0,11.0,0.0166666666667,96.1327351998,1144
49.0.X812,EG,3.0,1.0,46.6666666667,6.0,8.33333333333,0.000666666666667,51.5221195189,123
